# WELL TRACE FROM PETREL 
# WELL NAME:              105141509506W400
# DEFINITIVE SURVEY:      P121P10 Definitive Survey
# WELL HEAD X-COORDINATE: 505232.18000000 (m)
# WELL HEAD Y-COORDINATE: 6344194.69000000 (m)
# WELL DATUM (KB, KB, from MSL): 597.40000000 (m)
# WELL TYPE:              OIL
# MD AND TVD ARE REFERENCED (=0) AT WELL DATUM AND INCREASE DOWNWARDS
# ANGLES ARE GIVEN IN DEGREES
# XYZ TRACE IS GIVEN IN COORDINATE SYSTEM UTM83-12 ("MENTOR:UTM83-12:NAD83 UTM, Zone 12 North, Meter") [SIS,502388]
# AZIM_TN: azimuth in True North 
# AZIM_GN: azimuth in Grid North 
# DX DY ARE GIVEN IN GRID NORTH IN m-UNITS
# DEPTH (Z, tvd_z) GIVEN IN m-UNITS
#===============================================================================================================================================
      MD            X            Y            Z           TVD           DX          DY        AZIM_TN        INCL         DLS        AZIM_GN
 144.06333333 505243.00818 6344182.8884 455.03623575 142.36376425 10.828180418 -11.80161973 133.27331444 20.969915009 8.5494784522 133.20041217
 147.19000000 505243.84082 6344182.1080 452.12546164 145.27453836 11.660817225 -12.58195037 133.16000000 21.860000000 8.5494784522 133.08709773
 150.34666667 505244.71829 6344181.2902 449.20582164 148.19417836 12.538292566 -13.39981053 132.96200183 22.826449709 9.2126460175 132.88909956
 153.50333333 505245.63448 6344180.4419 446.30683989 151.09316011 13.454476814 -14.24808593 132.77926481 23.793125213 9.2126460175 132.70636254
 156.66000000 505246.58911 6344179.5635 443.42934621 153.97065379 14.409107723 -15.12653376 132.61000000 24.760000000 9.2126460175 132.53709773
 159.81333333 505247.58027 6344178.6614 440.57527198 156.82472802 15.400272864 -16.02861653 132.15475025 25.565378510 7.8803067483 132.08184798
 162.96666667 505248.60816 6344177.7403 437.74034166 159.65965834 16.428157294 -16.94972348 131.72551292 26.372084740 7.8803067483 131.65261065
 166.12000000 505249.67255 6344176.8003 434.92514773 162.47485227 17.492546191 -17.88966211 131.32000000 27.180000000 7.8803067483 131.24709773
 169.21666667 505250.75564 6344175.8640 432.17965953 165.22034047 18.575642933 -18.82600270 130.52274339 27.922407623 8.0305756261 130.44984112
 172.31333333 505251.87855 6344174.9196 429.45301731 167.94698269 19.698553747 -19.77043310 129.76365132 28.669185866 8.0305756261 129.69074905
 175.41000000 505253.04104 6344173.9672 426.74579177 170.65420823 20.861043598 -20.72275564 129.04000000 29.420000000 8.0305756261 128.96709773
 178.50666667 505254.23988 6344173.0004 424.05966262 173.34033738 22.059878865 -21.68959566 128.87901090 30.256484353 8.1407865319 128.80610863
 181.60333333 505255.47181 6344172.0124 421.39631546 176.00368454 23.291813659 -22.67757169 128.72588475 31.093155966 8.1407865319 128.65298248
 184.70000000 505256.73658 6344171.0035 418.75632317 178.64367683 24.556583003 -23.68647123 128.58000000 31.930000000 8.1407865319 128.50709773
 187.81000000 505258.03919 6344169.9697 416.12873965 181.27126035 25.859193553 -24.72026634 128.44075088 32.749856278 7.9411526649 128.36784861
 190.92000000 505259.37362 6344168.9158 413.52523206 183.87476794 27.193619737 -25.77415252 128.30756340 33.569859829 7.9411526649 128.23466113
 194.03000000 505260.73959 6344167.8421 410.94633787 186.45366213 28.559586076 -26.84791220 128.18000000 34.390000000 7.9411526649 128.10709773
 198.80500000 505262.89643 6344166.1661 407.03061074 190.36938926 30.716429207 -28.52394703 127.67236925 35.428990629 6.7780047525 127.59946698
 203.58000000 505265.12378 6344164.4659 403.16512739 194.23487261 32.943778955 -30.22413029 127.19000000 36.470000000 6.7780047525 127.11709773
 206.70333333 505266.62213 6344163.3368 400.66866561 196.73133439 34.442132137 -31.35319712 126.95718955 37.402906525 9.0608669540 126.88428728
 209.82666667 505268.15732 6344162.1895 398.20310072 199.19689928 35.977318026 -32.50047524 126.73409040 38.336250468 9.0608669540 126.66118813
 212.95000000 505269.72892 6344161.0243 395.76910105 201.63089895 37.548920485 -33.66565369 126.52000000 39.270000000 9.0608669540 126.44709773
 216.07666667 505271.34401 6344159.8469 393.36542729 204.03457271 39.164009498 -34.84311057 125.81968836 40.242708445 10.274675826 125.74678609
 219.20333333 505273.00617 6344158.6653 390.99611774 206.40388226 40.826165456 -36.02465340 125.14697781 41.219471641 10.274675826 125.07407555
 222.33000000 505274.71481 6344157.4801 388.66199999 208.73800001 42.534807771 -37.20986949 124.50000000 42.200000000 10.274675826 124.42709773
 225.42000000 505276.44478 6344156.3058 386.38767584 211.01232416 44.264780886 -38.38420227 123.98828983 43.011163858 8.5633650405 123.91538756
 228.51000000 505278.21166 6344155.1290 384.14323391 213.25676609 46.031664949 -39.56102346 123.49190037 43.824539043 8.5633650405 123.41899810
 231.60000000 505280.01504 6344153.9499 381.92920611 215.47079389 47.835041245 -40.74005416 123.01000000 44.640000000 8.5633650405 122.93709773
 234.72666667 505281.87276 6344152.7432 379.72362283 217.67637717 49.692756158 -41.94677292 123.14782950 45.633176635 9.5753980453 123.07492723
 237.85333333 505283.75933 6344151.5114 377.55678691 219.84321309 51.579334113 -43.17859384 123.28106225 46.626513482 9.5753980453 123.20815998
 240.98000000 505285.67420 6344150.2549 375.42935570 221.97064430 53.494202773 -44.43514322 123.41000000 47.620000000 9.5753980453 123.33709773
 244.07000000 505287.59261 6344148.9878 373.36590257 224.03409743 55.412611732 -45.70222976 123.62277917 48.586293942 9.5066676840 123.54987690
 247.16000000 505289.53506 6344147.6946 371.34153856 226.05846144 57.355060608 -46.99542543 123.82931889 49.552968396 9.5066676840 123.75641662
 250.25000000 505291.50098 6344146.3756 369.35685489 228.04314511 59.320982089 -48.31435254 124.03000000 50.520000000 9.5066676840 123.95709773
 253.46000000 505293.57017 6344144.9832 367.33734168 230.06265832 61.390173045 -49.70679114 123.99233612 51.506655168 9.2251343386 123.91943385
 256.67000000 505295.66881 6344143.5729 365.36109222 232.03890778 63.488811446 -51.11707015 123.95568998 52.493322071 9.2251343386 123.88278771
 259.88000000 505297.79627 6344142.1452 363.42869305 233.97130695 65.616274427 -52.54477099 123.92000000 53.480000000 9.2251343386 123.84709773
 263.00333333 505299.89398 6344140.7429 361.58940336 235.81059664 67.713981580 -53.94711168 123.75308164 54.363112080 8.5807967969 123.68017937
 266.12666667 505302.01908 6344139.3311 359.78924307 237.61075693 69.839076438 -55.35891982 123.58981253 55.246449395 8.5807967969 123.51691026
 269.25000000 505304.17104 6344137.9101 358.02864981 239.37135019 71.991042375 -56.77985221 123.43000000 56.130000000 8.5807967969 123.35709773
 272.30666667 505306.30252 6344136.5104 356.34476529 241.05523471 74.122518602 -58.17955391 123.30081799 57.013205228 8.7326583671 123.22791572
 275.36333333 505308.45858 6344135.1015 354.70040537 242.69959463 76.278580695 -59.58852318 123.17419580 57.896540833 8.7326583671 123.10129353
 278.42000000 505310.63871 6344133.6836 353.09596657 244.30403343 78.458708713 -61.00642023 123.05000000 58.780000000 8.7326583671 122.97709773
 282.96500000 505313.92139 6344131.5586 350.78241598 246.61758402 81.741392057 -63.13138068 122.92850156 60.019945616 8.2135155842 122.85559930
 287.51000000 505317.24982 6344129.4139 348.55406435 248.84593565 85.069816927 -65.27607431 122.81000000 61.260000000 8.2135155842 122.73709773
 290.61000000 505319.54748 6344127.9383 347.08878009 250.31121991 87.367475323 -66.75169886 122.75564040 62.323312963 10.300562087 122.68273813
 293.71000000 505321.86901 6344126.4504 345.67444313 251.72555687 89.689007511 -68.23957717 122.70232897 63.386646731 10.300562087 122.62942670
 296.81000000 505324.21361 6344124.9508 344.31154155 253.08845845 92.033612334 -69.73919579 122.65000000 64.450000000 10.300562087 122.57709773
 299.93666667 505326.60079 6344123.4272 342.98893669 254.41106331 94.420794081 -71.26282158 122.59239930 65.499978966 10.086863630 122.51949703
 303.06333333 505329.00953 6344121.8932 341.71846988 255.68153012 96.829527033 -72.79682532 122.53575284 66.549979421 10.086863630 122.46285057
 306.19000000 505331.43900 6344120.3493 340.50056882 256.89943118 99.259000295 -74.34069059 122.48000000 67.600000000 10.086863630 122.40709773
 310.76500000 505335.01799 6344118.0716 338.79212939 258.60787061 102.83799155 -76.61836603 122.61084273 68.544949796 6.2472982821 122.53794046
 315.34000000 505338.61505 6344115.7710 337.15391674 260.24608326 106.43504743 -78.91902019 122.74000000 69.490000000 6.2472982821 122.66709773
 318.41333333 505341.04625 6344114.2124 336.10590112 261.29409888 108.86624745 -80.47764903 122.73324156 70.633333094 11.160690569 122.66033929
 321.48666667 505343.49474 6344112.6430 335.11574153 262.28425847 111.31474478 -82.04696248 122.72657727 71.776666433 11.160690569 122.65367501
 324.56000000 505345.95956 6344111.0637 334.18383223 263.21616777 113.77956443 -83.62633565 122.72000000 72.920000000 11.160690569 122.64709773
 327.64333333 505348.44635 6344109.4667 333.30907819 264.09092181 116.26634668 -85.22331073 122.84139179 74.116601758 11.697567324 122.76848952
 330.72666667 505350.94456 6344107.8549 332.49625943 264.90374057 118.76456326 -86.83506943 122.96134909 75.313270417 11.697567324 122.88844682
 333.81000000 505353.45311 6344106.2291 331.74573383 265.65426617 121.27311426 -88.46090211 123.08000000 76.510000000 11.697567324 123.00709773
 336.87333333 505355.95770 6344104.6079 331.05620404 266.34379596 123.77769906 -90.08209520 122.89533125 77.473211821 9.5961432007 122.82242898
 339.93666667 505358.47687 6344102.9887 330.41694881 266.98305119 126.29686921 -91.70127541 122.71203714 78.436548728 9.5961432007 122.63913487
 343.00000000 505361.00989 6344101.3720 329.82815510 267.57184490 128.82988793 -93.31796916 122.53000000 79.400000000 9.5961432007 122.45709773
 347.63500000 505364.86417 6344098.9405 328.99243111 268.40756889 132.68417214 -95.74952878 122.10944083 79.824732332 3.8374647261 122.03653856
 352.27000000 505368.74134 6344096.5340 328.19054719 269.20945281 136.56133507 -98.15597204 121.69000000 80.250000000 3.8374647261 121.61709773
 356.88500000 505372.61059 6344094.1585 327.37370408 270.02629592 140.43058920 -100.5314593 121.55040859 79.359968962 5.8542065857 121.47750632
 361.50000000 505376.47434 6344091.7994 326.48640810 270.91359190 144.29434375 -102.8905911 121.41000000 78.470000000 5.8542065857 121.33709773
 366.27000000 505380.47034 6344089.3820 325.52542175 271.87457825 148.29033852 -105.3080084 121.08022095 78.284811058 2.3417430761 121.00731868
 371.04000000 505384.47751 6344086.9892 324.54935453 272.85064547 152.29750629 -107.7007679 120.75000000 78.100000000 2.3417430761 120.67709773
 375.65500000 505388.36701 6344084.6893 323.62000067 273.77999933 156.18700652 -110.0007241 120.58968372 78.664956948 3.8117525703 120.51678145
 380.27000000 505392.27062 6344082.3957 322.73526784 274.66473216 160.09062289 -112.2943396 120.43000000 79.230000000 3.8117525703 120.35709773
 385.09000000 505396.37769 6344080.0346 321.85703023 275.54296977 164.19768841 -114.6553773 119.50341273 79.773695467 6.6035510074 119.43051046
 389.91000000 505400.52945 6344077.7363 321.02391314 276.37608686 168.34945186 -116.9537467 118.58000000 80.320000000 6.6035510074 118.50709773
 394.44000000 505404.47043 6344075.6410 320.26018808 277.13981192 172.29042532 -119.0489536 117.56015265 80.268487445 6.6660156936 117.48725038
 398.97000000 505408.44748 6344073.6166 319.49256662 277.90743338 176.26747677 -121.0733705 116.54000000 80.220000000 6.6660156936 116.46709773
 403.67500000 505412.61170 6344071.5809 318.69592558 278.70407442 180.43169743 -123.1090751 115.70983878 80.283999990 5.2327803574 115.63693651
 408.38000000 505416.80578 6344069.6054 317.90454572 279.49545428 184.62578444 -125.0846280 114.88000000 80.350000000 5.2327803574 114.80709773
 413.06500000 505421.01327 6344067.7035 317.12255788 280.27744212 188.83326582 -126.9865378 113.91475874 80.433668274 6.1176400163 113.84185647
 417.75000000 505425.25324 6344065.8722 316.34742391 281.05257609 193.07324172 -128.8177747 112.95000000 80.520000000 6.1176400163 112.87709773
 422.46000000 505429.54845 6344064.1087 315.56813045 281.83186955 197.36844682 -130.5813207 111.84027752 80.433237934 6.9927489383 111.76737525
 427.17000000 505433.87593 6344062.4291 314.78194650 282.61805350 201.69592712 -132.2609090 110.73000000 80.350000000 6.9927489383 110.65709773
 430.29666667 505436.76825 6344061.3651 314.26169656 283.13830344 204.58825124 -133.3248828 109.80921753 80.494271828 8.8209351875 109.73631526
 433.42333333 505439.67853 6344060.3473 313.74927652 283.65072348 207.49853002 -134.3426920 108.88921763 80.640951777 8.8209351875 108.81631536
 436.55000000 505442.60601 6344059.3759 313.24481829 284.15518171 210.42601421 -135.3140747 107.97000000 80.790000000 8.8209351875 107.89709773
 441.31500000 505447.09690 6344057.9706 312.50734428 284.89265572 214.91689616 -136.7193505 106.92831248 81.403605048 7.5435942244 106.85541021
 446.08000000 505451.61988 6344056.6450 311.82044318 285.57955682 219.43987729 -138.0450352 105.89000000 82.020000000 7.5435942244 105.81709773
 450.59500000 505455.93415 6344055.4717 311.20486769 286.19513231 223.75414568 -139.2183263 104.68417633 82.308319358 8.1652139823 104.61127406
 455.11000000 505460.27510 6344054.3886 310.61193993 286.78806007 228.09510022 -140.3013708 103.48000000 82.600000000 8.1652139823 103.40709773
 458.20333333 505463.26428 6344053.7068 310.21094579 287.18905421 231.08428419 -140.9831893 102.36381639 82.503840764 10.774154981 102.29091412
 461.29666667 505466.26553 6344053.0835 309.80487963 287.59512037 234.08553218 -141.6065012 101.24714693 82.410495205 10.774154981 101.17424466
 464.39000000 505469.27772 6344052.5189 309.39389409 288.00610591 237.09771589 -142.1710721 100.13000000 82.320000000 10.774154981 100.05709773
 467.46333333 505472.27917 6344052.0159 308.97440336 288.42559664 240.09916608 -142.6740536 99.041775011 81.990435945 11.003905190 98.968872741
 470.53666667 505475.28721 6344051.5705 308.53748266 288.86251734 243.10720925 -143.1195361 97.951794781 81.663728274 11.003905190 97.878892511
 473.61000000 505478.30068 6344051.1827 308.08330112 289.31669888 246.12068101 -143.5073471 96.860000000 81.340000000 11.003905190 96.787097730
 476.82333333 505481.45665 6344050.8352 307.59716309 289.80283691 249.27665024 -143.8547866 95.850437447 81.257317806 9.3488135923 95.777535177
 480.03666667 505484.61756 6344050.5435 307.10651582 290.29348418 252.43756212 -144.1464904 94.840433976 81.177309132 9.3488135923 94.767531706
 483.25000000 505487.78245 6344050.3076 306.61150918 290.78849082 255.60245117 -144.3823693 93.830000000 81.100000000 9.3488135923 93.757097730
 486.31333333 505490.80245 6344050.1372 306.13511065 291.26488935 258.62245420 -144.5528403 92.777194971 81.007001171 10.225585651 92.704292701
 489.37666667 505493.82432 6344050.0222 305.65387979 291.74612021 261.64431629 -144.6677502 91.723857646 80.916990531 10.225585651 91.650955376
 492.44000000 505496.84703 6344049.9629 305.16797641 292.23202359 264.66703388 -144.7270608 90.670000000 80.830000000 10.225585651 90.597097730
 495.49666667 505499.86235 6344049.9601 304.67451882 292.72548118 267.68235215 -144.7298521 89.581508181 80.589963216 10.802999273 89.508605911
 498.55333333 505502.87510 6344050.0146 304.16851533 293.23148467 270.69510065 -144.6753603 88.491514422 80.353266431 10.802999273 88.418612152
 501.61000000 505505.88417 6344050.1264 303.65015269 293.74984731 273.70416755 -144.5636054 87.400000000 80.120000000 10.802999273 87.327097730
 504.79000000 505509.01122 6344050.2966 303.10525814 294.29474186 276.83122138 -144.3933562 86.513174319 80.147688919 8.2466842756 86.440272049
 507.97000000 505512.13554 6344050.5153 302.56194100 294.83805900 279.95553907 -144.1747137 85.626503697 80.177691454 8.2466842756 85.553601427
 511.15000000 505515.25639 6344050.7823 302.02032772 295.37967228 283.07639341 -143.9077288 84.740000000 80.210000000 8.2466842756 84.667097730
 514.36000000 505518.40391 6344051.0974 301.48200099 295.91799901 286.22390683 -143.5926222 83.972119742 80.481674861 7.5166170733 83.899217473
 517.57000000 505521.54943 6344051.4549 300.95873184 296.44126816 289.36942599 -143.2351109 83.205463229 80.755025375 7.5166170733 83.132560959
 520.78000000 505524.69233 6344051.8547 300.45062337 296.94937663 292.51233110 -142.8352652 82.440000000 81.030000000 7.5166170733 82.367097730
 525.41000000 505529.21824 6344052.5017 299.73144842 297.66855158 297.03823733 -142.1882685 81.434807706 81.098652613 6.4494339947 81.361905436
 530.04000000 505533.73296 6344053.2282 299.01786212 298.38213788 301.55296302 -141.4618493 80.430000000 81.170000000 6.4494339947 80.357097730
 534.61000000 505538.17362 6344054.0235 298.29953437 299.10046563 305.99361577 -140.6664916 79.406239078 80.743544462 7.2032352829 79.333336808
 539.18000000 505542.59398 6344054.8971 297.54774854 299.85225146 310.41398323 -139.7928815 78.380000000 80.320000000 7.2032352829 78.307097730
 543.95000000 505547.18873 6344055.8935 296.75401747 300.64598253 315.00872505 -138.7964503 77.294352029 80.523331681 6.8531517061 77.221449759
 548.72000000 505551.76651 6344056.9775 295.97712074 301.42287926 319.58650820 -137.7125460 76.210000000 80.730000000 6.8531517061 76.137097730
 551.80666667 505554.71860 6344057.7283 295.48587034 301.91412966 322.53859722 -136.9617027 75.395652095 80.954887902 8.1138853608 75.322749825
 554.89333333 505557.66157 6344058.5215 295.00663252 302.39336748 325.48156938 -136.1685073 74.582325243 81.181570528 8.1138853608 74.509422973
 557.98000000 505560.59480 6344059.3569 294.53950901 302.86049099 328.41479990 -135.3331282 73.770000000 81.410000000 8.1138853608 73.697097730
 561.16333333 505563.60826 6344060.2614 294.06370856 303.33629144 331.42826339 -134.4285945 72.960043991 81.398306000 7.5481555350 72.887141722
 564.34666667 505566.60855 6344061.2084 293.58731221 303.81268779 334.42855303 -133.4815789 72.150041592 81.388305304 7.5481555350 72.077139322
 567.53000000 505569.59508 6344062.1977 293.11041305 304.28958695 337.41508254 -132.4922665 71.340000000 81.380000000 7.5481555350 71.267097730
 572.34500000 505574.08753 6344063.7666 292.38783080 305.01216920 341.90752556 -130.9234035 70.305054903 81.358611414 6.3766275009 70.232152633
 577.16000000 505578.55066 6344065.4163 291.66358683 305.73641317 346.37066015 -129.2737362 69.270000000 81.340000000 6.3766275009 69.197097730
 580.19666667 505581.34652 6344066.5062 291.20627601 306.19372399 349.16651686 -128.1837953 68.280002235 81.337453030 9.6689318516 68.207099965
 583.23333333 505584.12311 6344067.6443 290.74889846 306.65110154 351.94311487 -127.0457144 67.289997765 81.337453030 9.6689318516 67.217095495
 586.27000000 505586.87964 6344068.8302 290.29158764 307.10841236 354.69964403 -125.8598254 66.300000000 81.340000000 9.6689318516 66.227097730
 589.48333333 505589.77782 6344070.1322 289.81990077 307.58009923 357.59782228 -124.5577954 65.461510720 81.778299623 8.7581282914 65.388608450
 592.69666667 505592.65985 6344071.4779 289.37259098 308.02740902 360.47984856 -123.2120510 64.624876595 82.218332110 8.7581282914 64.551974325
 595.91000000 505595.52495 6344072.8670 288.94977817 308.45022183 363.34495031 -121.8229527 63.790000000 82.660000000 8.7581282914 63.717097730
 598.98000000 505598.24388 6344074.2375 288.56707590 308.83292410 366.06387896 -120.4524727 62.855256168 83.018195673 9.7154864406 62.782353898
 602.05000000 505600.94218 6344075.6532 288.20347327 309.19652673 368.76217651 -119.0367674 61.921946133 83.378228410 9.7154864406 61.849043863
 605.12000000 505603.61903 6344077.1137 287.85907973 309.54092027 371.43903050 -117.5762630 60.990000000 83.740000000 9.7154864406 60.917097730
 609.87000000 505607.72091 6344079.4480 287.33963035 310.06036965 375.54091066 -115.2420119 59.870075482 83.703806770 7.0345018345 59.797173212
 614.62000000 505611.77611 6344081.8618 286.81729677 310.58270323 379.59610747 -112.8281922 58.750000000 83.670000000 7.0345018345 58.677097730
 617.74666667 505614.41709 6344083.4978 286.47532065 310.92467935 382.23708543 -111.1922185 57.842979301 83.771794243 8.7055099194 57.770077031
 620.87333333 505617.03235 6344085.1757 286.13890883 311.26109117 384.85235134 -109.5143239 56.936312917 83.875136401 8.7055099194 56.863410648
 624.00000000 505619.62125 6344086.8951 285.80814566 311.59185434 387.44124942 -107.7949291 56.030000000 83.980000000 8.7055099194 55.957097730
 628.63000000 505623.41512 6344089.5033 285.33599495 312.06400505 391.23511941 -105.1866641 55.099458642 84.314255930 6.3770318967 55.026556372
 633.26000000 505627.16834 6344092.1744 284.89078253 312.50921747 394.98833985 -102.5156111 54.170000000 84.650000000 6.3770318967 54.097097730
 637.93500000 505630.93187 6344094.9169 284.50081005 312.89918995 398.75187485 -99.77312480 53.814483319 85.779919290 7.5988637203 53.741581050
 642.61000000 505634.68380 6344097.6867 284.20278628 313.19721372 402.50380344 -97.00334712 53.460000000 86.910000000 7.5988637203 53.387097730
 645.69666667 505637.15199 6344099.5323 284.05657567 313.34342433 404.97199444 -95.15770219 53.109665512 87.659922053 8.0431495122 53.036763242
 648.78333333 505639.61018 6344101.3940 283.95073345 313.44926655 407.43017531 -93.29601324 52.759705626 88.409931403 8.0431495122 52.686803356
 651.87000000 505642.05783 6344103.2713 283.88528169 313.51471831 409.87783323 -91.41866864 52.410000000 89.160000000 8.0431495122 52.337097730
