# WELL TRACE FROM PETREL 
# WELL NAME:              105031609506W400
# DEFINITIVE SURVEY:      P121P13_Definitive_Survey
# WELL HEAD X-COORDINATE: 505699.36000000 (m)
# WELL HEAD Y-COORDINATE: 6344851.97000000 (m)
# WELL DATUM (KB, KB, from MSL): 595.60000000 (m)
# WELL TYPE:              OIL
# MD AND TVD ARE REFERENCED (=0) AT WELL DATUM AND INCREASE DOWNWARDS
# ANGLES ARE GIVEN IN DEGREES
# XYZ TRACE IS GIVEN IN COORDINATE SYSTEM UTM83-12 ("MENTOR:UTM83-12:NAD83 UTM, Zone 12 North, Meter") [SIS,502388]
# AZIM_TN: azimuth in True North 
# AZIM_GN: azimuth in Grid North 
# DX DY ARE GIVEN IN GRID NORTH IN m-UNITS
# DEPTH (Z, tvd_z) GIVEN IN m-UNITS
#===============================================================================================================================================
      MD            X            Y            Z           TVD           DX          DY        AZIM_TN        INCL         DLS        AZIM_GN
 148.25000000 505695.42169 6344841.4007 448.32223056 147.27776944 -3.938309589 -10.56934679 200.22000000 17.580000000 9.8549515289 200.14057036
 151.37333333 505695.08713 6344840.4874 445.35437848 150.24562152 -4.272869227 -11.48261277 200.17902440 18.723325847 10.982468886 200.09959476
 154.49666667 505694.73293 6344839.5185 442.40653220 153.19346780 -4.627071707 -12.45151898 200.14260600 19.866659611 10.982468886 200.06317635
 157.62000000 505694.35922 6344838.4943 439.47986565 156.12013435 -5.000775975 -13.47567956 200.11000000 21.010000000 10.982468886 200.03057036
 160.78000000 505693.96906 6344837.4057 436.53928306 159.06071694 -5.390937545 -14.56427774 199.49761404 21.941323095 9.0941465951 199.41818439
 163.94000000 505693.57447 6344836.2681 433.61791527 161.98208473 -5.785534877 -15.70186784 198.93278609 22.874738629 9.0941465951 198.85335644
 167.10000000 505693.17554 6344835.0819 430.71657885 164.88342115 -6.184457674 -16.88813188 198.41000000 23.810000000 9.0941465951 198.33057036
 170.27333333 505692.76859 6344833.8450 427.82297304 167.77702696 -6.591407276 -18.12503836 198.17575962 24.663004048 8.1151741331 198.09632998
 173.44666667 505692.35329 6344832.5656 424.94908481 170.65091519 -7.006713574 -19.40437273 197.95623580 25.516348432 8.1151741331 197.87680615
 176.62000000 505691.92972 6344831.2442 422.09555923 173.50444077 -7.430283349 -20.72584785 197.75000000 26.370000000 8.1151741331 197.67057036
 179.70000000 505691.50956 6344829.9160 419.34893874 176.25106126 -7.850444141 -22.05404682 197.52141310 27.436332136 10.435080182 197.44198346
 182.78000000 505691.07935 6344828.5376 416.62873374 178.97126626 -8.280645101 -23.43240389 197.30865227 28.503011391 10.435080182 197.22922262
 185.86000000 505690.63926 6344827.1096 413.93589525 181.66410475 -8.720735824 -24.86043715 197.11000000 29.570000000 10.435080182 197.03057036
 190.68000000 505689.92675 6344824.7975 409.76772521 185.83227479 -9.433248021 -27.17249806 197.30122367 30.714868998 7.1507519409 197.22179402
 195.50000000 505689.18215 6344822.4087 405.64875223 189.95124777 -10.17784745 -29.56127355 197.48000000 31.860000000 7.1507519409 197.40057036
 200.18500000 505688.43754 6344820.0121 401.69334602 193.90665398 -10.92245751 -31.95790283 197.20207433 32.949709890 7.0427234904 197.12264469
 204.87000000 505687.68238 6344817.5405 397.78641563 197.81358437 -11.67761861 -34.42950888 196.94000000 34.040000000 7.0427234904 196.86057036
 207.95333333 505687.16766 6344815.8750 395.24365262 200.35634738 -12.19234056 -36.09496530 197.56080560 34.847039297 8.5631814452 197.48137596
 211.03666667 505686.62438 6344814.1811 392.72575229 202.87424771 -12.73561553 -37.78885351 198.15694395 35.657107581 8.5631814452 198.07751430
 214.12000000 505686.05268 6344812.4592 390.23330875 205.36669125 -13.30731535 -39.51077383 198.73000000 36.470000000 8.5631814452 198.65057036
 217.21333333 505685.45267 6344810.7034 387.75885431 207.84114569 -13.90732907 -41.26657577 199.15868929 37.281875740 8.2595634421 199.07925964
 220.30666667 505684.82825 6344808.9191 385.31097506 210.28902494 -14.53174506 -43.05085968 199.57169690 38.095240833 8.2595634421 199.49226725
 223.40000000 505684.17957 6344807.1068 382.89021186 212.70978814 -15.18042537 -44.86323135 199.97000000 38.910000000 8.2595634421 199.89057036
 226.51333333 505683.51392 6344805.2465 380.48484173 215.11515827 -15.84608317 -46.72348782 199.57069559 39.912052232 9.9599201618 199.49126595
 229.62666667 505682.84716 6344803.3423 378.11442950 217.48557050 -16.51283740 -48.62767035 199.18775840 40.915417866 9.9599201618 199.10832876
 232.74000000 505682.17953 6344801.3948 375.77974657 219.82025343 -17.18047108 -50.57515925 198.82000000 41.920000000 9.9599201618 198.74057036
 235.83333333 505681.50423 6344799.4183 373.49888656 222.10111344 -17.85577226 -52.55165684 199.06326510 43.066185985 11.229670306 198.98383545
 238.92666667 505680.80593 6344797.4020 371.26028964 224.33971036 -18.55407080 -54.56804150 199.29633182 44.212865619 11.229670306 199.21690218
 242.02000000 505680.08492 6344795.3465 369.06487005 226.53512995 -19.27508152 -56.62348975 199.52000000 45.360000000 11.229670306 199.44057036
 245.23000000 505679.32536 6344793.1682 366.83381426 228.76618574 -20.03463710 -58.80176803 199.09013217 46.578494131 11.748345924 199.01070253
 248.44000000 505678.56671 6344790.9400 364.65237171 230.94762829 -20.79328543 -61.02999985 198.67723899 47.798534812 11.748345924 198.59780935
 251.65000000 505677.80934 6344788.6629 362.52159244 233.07840756 -21.55066136 -63.30711266 198.28000000 49.020000000 11.748345924 198.20057036
 256.27500000 505676.70465 6344785.3242 359.51946106 236.08053894 -22.65534909 -66.64583086 198.49310325 50.029810577 6.6339770950 198.41367360
 260.90000000 505675.57111 6344781.9399 356.57981015 239.02018985 -23.78889016 -70.03011919 198.70000000 51.040000000 6.6339770950 198.62057036
 265.52500000 505674.43418 6344778.5078 353.69748754 241.90251246 -24.92582143 -73.46221753 198.11853752 51.858598685 6.0740619488 198.03910788
 270.15000000 505673.31928 6344775.0255 350.86722428 244.73277572 -26.04071751 -76.94446887 197.55000000 52.680000000 6.0740619488 197.47057036
 274.97500000 505672.14893 6344771.3459 347.97610856 247.62389144 -27.21107422 -80.62411069 197.89442575 53.694518732 6.5367203566 197.81499611
 279.80000000 505670.94114 6344767.6251 345.15387373 250.44612627 -28.41886013 -84.34486036 198.23000000 54.710000000 6.5367203566 198.15057036
 284.44500000 505669.75848 6344763.9974 342.50727319 253.09272681 -29.60152193 -87.97260224 198.04256581 55.819861214 7.2368018955 197.96313616
 289.09000000 505668.57203 6344760.3178 339.93511560 255.66488440 -30.78797438 -91.65223809 197.86000000 56.930000000 7.2368018955 197.78057036
 292.20333333 505667.77956 6344757.8195 338.25643591 257.34356409 -31.58044205 -94.15047077 197.49986542 57.812349831 8.9905608476 197.42043578
 295.31666667 505666.99508 6344755.2920 336.61835502 258.98164498 -32.36491639 -96.67798347 197.14664992 58.695700558 8.9905608476 197.06722027
 298.43000000 505666.21881 6344752.7359 335.02130732 260.57869268 -33.14118940 -99.23410597 196.80000000 59.580000000 8.9905608476 196.72057036
 301.51666667 505665.44631 6344750.1744 333.48398576 262.11601424 -33.91368861 -101.7956252 196.92255161 60.676559468 10.707633619 196.84312196
 304.60333333 505664.65999 6344747.5868 331.99817037 263.60182963 -34.70001452 -104.3831748 197.04249585 61.773228480 10.707633619 196.96306620
 307.69000000 505663.86012 6344744.9742 330.56441048 265.03558952 -35.49987641 -106.9957982 197.16000000 62.870000000 10.707633619 197.08057036
 310.73666667 505663.05955 6344742.3709 329.20128899 266.39871101 -36.30045444 -109.5990526 197.18716170 63.973328460 10.866917240 197.10773206
 313.78333333 505662.25017 6344739.7435 327.89088516 267.70911484 -37.10983017 -112.2265226 197.21381729 65.076661902 10.866917240 197.13438764
 316.83000000 505661.43230 6344737.0928 326.63368515 268.96631485 -37.92770334 -114.8772336 197.24000000 66.180000000 10.866917240 197.16057036
 319.91666667 505660.60539 6344734.3819 325.41374884 270.18625116 -38.75460504 -117.5880939 196.84731452 67.259076614 11.058213838 196.76788488
 323.00333333 505659.79053 6344731.6439 324.24744822 271.35255178 -39.56946676 -120.3260521 196.46078356 68.339097687 11.058213838 196.38135391
 326.09000000 505658.98803 6344728.8800 323.13524319 272.46475681 -40.37196720 -123.0900287 196.08000000 69.420000000 11.058213838 196.00057036
 330.83500000 505657.75794 6344724.5974 321.50887942 274.09112058 -41.60206008 -127.3725870 196.13033088 70.489993133 6.7715737954 196.05090124
 335.58000000 505656.51592 6344720.2875 319.96603834 275.63396166 -42.84408068 -131.6824950 196.18000000 71.560000000 6.7715737954 196.10057036
 340.15500000 505655.30185 6344716.1091 318.55837645 277.04162355 -44.05814546 -135.8609427 196.38113779 72.599900394 6.9335318326 196.30170815
 344.73000000 505654.06620 6344711.9111 317.22995522 278.37004478 -45.29379587 -140.0589401 196.58000000 73.640000000 6.9335318326 196.50057036
 347.80666667 505653.22070 6344709.0761 316.38923092 279.21076908 -46.13929849 -142.8938889 196.79197730 74.643140055 9.9814591451 196.71254765
 350.88333333 505652.36064 6344706.2306 315.60045378 279.99954622 -46.99935871 -145.7393567 197.00192542 75.646478471 9.9814591451 196.92249578
 353.96000000 505651.48630 6344703.3756 314.86387558 280.73612442 -47.87370201 -148.5944350 197.21000000 76.650000000 9.9814591451 197.13057036
 357.01000000 505650.61182 6344700.5340 314.18859567 281.41140433 -48.74818399 -151.4359865 197.16026213 77.766658099 10.993878382 197.08083248
 360.06000000 505649.73610 6344697.6797 313.57140694 282.02859306 -49.62390235 -154.2903291 197.11094289 78.883325064 10.993878382 197.03151324
 363.11000000 505648.85948 6344694.8136 313.01254423 282.58745577 -50.50052385 -157.1563767 197.06200000 80.000000000 10.993878382 196.98257036
 363.16500000 505648.84366 6344694.7618 313.00300304 282.59699696 -50.51633796 -157.2081602 197.06099994 80.019999999 10.922309705 196.98157029
 363.22000000 505648.82785 6344694.7101 312.99348075 282.60651925 -50.53215212 -157.2599472 197.06000000 80.040000000 10.922309705 196.98057036
 367.82000000 505647.49943 6344690.3720 312.24575920 283.35424080 -51.86057302 -161.5980296 197.15029258 81.249989372 7.9125960343 197.07086294
 372.42000000 505646.15985 6344686.0219 311.59404850 284.00595150 -53.20015305 -165.9481377 197.24000000 82.460000000 7.9125960343 197.16057036
 377.15000000 505644.74832 6344681.5507 310.98440541 284.61559459 -54.61168452 -170.4192564 197.96043286 82.729432089 4.8427516444 197.88100322
 381.88000000 505643.27983 6344677.0950 310.39687299 285.20312701 -56.08017112 -174.8749629 198.68000000 83.000000000 4.8427516444 198.60057036
 386.59000000 505641.78934 6344672.6650 309.83123279 285.76876721 -57.57065729 -179.3049864 198.66999574 83.204999897 1.3072633509 198.59056609
 391.30000000 505640.29899 6344668.2328 309.28232624 286.31767376 -59.06100550 -183.7371590 198.66000000 83.410000000 1.3072633509 198.58057036
 395.92000000 505638.84232 6344663.8826 308.75211664 286.84788336 -60.51767744 -188.0873940 198.52500000 83.409981868 0.8708313495 198.44557036
 400.54000000 505637.39590 6344659.5290 308.22190705 287.37809295 -61.96409535 -192.4410490 198.39000000 83.410000000 0.8708313495 198.31057036
 405.17500000 505635.93485 6344655.1638 307.69599673 287.90400327 -63.42514856 -196.8062440 198.78011525 83.559852061 2.6896776788 198.70068560
 409.81000000 505634.44368 6344650.8073 307.18214428 288.41785572 -64.91632119 -201.1626801 199.17000000 83.710000000 2.6896776788 199.09057036
 414.44000000 505632.95693 6344646.4526 306.68651524 288.91348476 -66.40306853 -205.5174168 198.68974464 83.999790978 3.6191285791 198.61031500
 419.07000000 505631.50595 6344642.0832 306.21419245 289.38580755 -67.85405392 -209.8867796 198.21000000 84.290000000 3.6191285791 198.13057036
 423.88500000 505629.99514 6344637.5371 305.74912912 289.85087088 -69.36486019 -214.4328591 198.71527782 84.624792438 3.7642361734 198.63584817
 428.70000000 505628.44347 6344633.0021 305.31209469 290.28790531 -70.91652907 -218.9679403 199.22000000 84.960000000 3.7642361734 199.14057036
 433.28000000 505626.94396 6344628.6938 304.92506700 290.67493300 -72.41604228 -223.2762281 199.32005471 85.344992941 2.6049699105 199.24062507
 437.86000000 505625.43610 6344624.3858 304.56871308 291.03128692 -73.92389728 -227.5842487 199.42000000 85.730000000 2.6049699105 199.34057036
 442.46000000 505623.89998 6344620.0642 304.24041932 291.35958068 -75.46002130 -231.9057699 199.87519294 86.084876934 3.7582549332 199.79576329
 447.06000000 505622.32892 6344615.7532 303.94056033 291.65943967 -77.03108052 -236.2167840 200.33000000 86.440000000 3.7582549332 200.25057036
 451.78000000 505620.69069 6344611.3371 303.66741860 291.93258140 -78.66931036 -240.6329020 200.53509322 86.924980355 3.3459504596 200.45566358
 456.50000000 505619.03592 6344606.9249 303.43417323 292.16582677 -80.32408225 -245.0451363 200.74000000 87.410000000 3.3459504596 200.66057036
 461.15000000 505617.39039 6344602.5823 303.23559944 292.36440056 -81.96960757 -249.3877168 200.92503704 87.694987997 2.1915964312 200.84560740
 465.80000000 505615.73052 6344598.2442 303.06013688 292.53986312 -83.62947809 -253.7258300 201.11000000 87.980000000 2.1915964312 201.03057036
 470.49000000 505614.06578 6344593.8653 302.87989028 292.72010972 -85.29422413 -258.1047002 200.68011410 87.614932910 3.6060099523 200.60068445
 475.18000000 505612.43437 6344589.4752 302.66979211 292.93020789 -86.92562795 -262.4947756 200.25000000 87.250000000 3.6060099523 200.17057036
 479.87500000 505610.83108 6344585.0716 302.41977698 293.18022302 -88.52892339 -266.8984254 199.92020428 86.644944479 4.4017534199 199.84077464
 484.57000000 505609.25415 6344580.6615 302.12027149 293.47972851 -90.10585343 -271.3085054 199.59000000 86.040000000 4.4017534199 199.51057036
 489.20000000 505607.72115 6344576.3060 301.80455271 293.79544729 -91.63884708 -275.6639693 199.34997174 86.139966238 1.6814087179 199.27054209
 493.83000000 505606.20624 6344571.9437 301.49689647 294.10310353 -93.15376162 -280.0263300 199.11000000 86.240000000 1.6814087179 199.03057036
 498.58500000 505604.66998 6344567.4568 301.18093386 294.41906614 -94.69001580 -284.5132091 198.85003062 86.139960377 1.7540518988 198.77060097
 503.34000000 505603.15429 6344562.9635 300.85669102 294.74330898 -96.20571494 -289.0064841 198.59000000 86.040000000 1.7540518988 198.51057036
 507.91500000 505601.71413 6344558.6344 300.54253222 295.05746778 -97.64586649 -293.3355972 198.36998818 86.084971229 1.4691943929 198.29055853
 512.49000000 505600.29054 6344554.2996 300.23195823 295.36804177 -99.06946139 -297.6704411 198.15000000 86.130000000 1.4691943929 198.07057036
 517.11500000 505598.85484 6344549.9182 299.89202529 295.70797471 -100.5051582 -302.0518308 198.29486072 85.439985459 4.5728169132 198.21543108
 521.74000000 505597.40945 6344545.5446 299.49657149 296.10342851 -101.9505491 -306.4253704 198.44000000 84.750000000 4.5728169132 198.36057036
 526.42000000 505595.94679 6344541.1221 299.06427656 296.53572344 -103.4132115 -310.8479007 198.32001961 84.649988334 0.9987417519 198.24058997
 531.10000000 505594.49363 6344536.6972 298.62384908 296.97615092 -104.8663706 -315.2727614 198.20000000 84.550000000 0.9987417519 198.12057036
 535.68000000 505593.07401 6344532.3649 298.20497146 297.39502854 -106.2859948 -319.6050701 198.24502808 84.954998452 2.6690376039 198.16559844
 540.26000000 505591.65009 6344528.0310 297.81834240 297.78165760 -107.7099094 -323.9389661 198.29000000 85.360000000 2.6690376039 198.21057036
 545.07000000 505590.17009 6344523.4735 297.42295546 298.17704454 -109.1899108 -328.4964738 197.85009653 85.209859411 2.8902960582 197.77066688
 549.88000000 505588.72545 6344518.9058 297.01501991 298.58498009 -110.6345528 -333.0642104 197.41000000 85.060000000 2.8902960582 197.33057036
 554.50500000 505587.35517 6344514.5099 296.60046763 298.99953237 -112.0048297 -337.4601253 197.37502315 84.654999009 2.6367336145 197.29559350
 559.13000000 505585.98848 6344510.1160 296.15336544 299.44663456 -113.3715169 -341.8539696 197.34000000 84.250000000 2.6367336145 197.26057036
 563.76000000 505584.61487 6344505.7209 295.68868901 299.91131099 -114.7451260 -346.2491030 197.52999330 84.229968488 1.2317002323 197.45056365
 568.39000000 505583.22675 6344501.3305 295.22240460 300.37759540 -116.1332534 -350.6395022 197.72000000 84.210000000 1.2317002323 197.64057036
 573.07500000 505581.84008 6344496.8798 294.77518147 300.82481853 -117.5199171 -355.0901803 197.04933931 84.834648752 5.8543770496 196.96990967
 577.76000000 505580.50424 6344492.4088 294.37885632 301.22114368 -118.8557604 -359.5611752 196.38000000 85.460000000 5.8543770496 196.30057036
 582.34000000 505579.20643 6344488.0312 294.04461763 301.55538237 -120.1535722 -363.9387696 196.80535260 86.169894945 5.4169543464 196.72592295
 586.92000000 505577.87508 6344483.6598 293.76700634 301.83299366 -121.4849222 -368.3102424 197.23000000 86.880000000 5.4169543464 197.15057036
 591.68000000 505576.45585 6344479.1263 293.49735018 302.10264982 -122.9041511 -372.8437253 197.69487795 86.624889105 3.3379519770 197.61544831
 596.44000000 505575.00026 6344474.6056 293.20654588 302.39345412 -124.3597432 -377.3643542 198.16000000 86.370000000 3.3379519770 198.08057036
 599.50666667 505574.03125 6344471.7051 292.99589415 302.60410585 -125.3287506 -380.2649366 198.94534794 85.752497737 9.7589268296 198.86591830
 602.57333333 505573.02335 6344468.8204 292.75230340 302.84769660 -126.3366476 -383.1496457 199.73195332 85.135791833 9.7589268296 199.65252367
 605.64000000 505571.97687 6344465.9524 292.47584746 303.12415254 -127.3831289 -386.0176070 200.52000000 84.520000000 9.7589268296 200.44057036
 610.24500000 505570.35154 6344461.6698 292.02125806 303.57874194 -129.0084561 -390.3001976 201.20454675 84.149584793 5.0514589240 201.12511710
 614.85000000 505568.67624 6344457.4098 291.53708549 304.06291451 -130.6837570 -394.5602313 201.89000000 83.780000000 5.0514589240 201.81057036
 619.48500000 505566.92590 6344453.1500 291.03062139 304.56937861 -132.4341005 -398.8199789 202.94478567 83.673936306 6.8208471118 202.86535603
 624.12000000 505565.09779 6344448.9241 290.51571469 305.08428531 -134.2622071 -403.0459181 204.00000000 83.570000000 6.8208471118 203.92057036
 627.32666667 505563.77822 6344446.0259 290.15058894 305.44941106 -135.5817783 -405.9441385 205.11901601 83.354124288 10.595143142 205.03958637
 630.53333333 505562.40288 6344443.1552 289.77353198 305.82646802 -136.9571218 -408.8147711 206.23900917 83.140763028 10.595143142 206.15957952
 633.74000000 505560.97230 6344440.3133 289.38469113 306.21530887 -138.3877006 -411.6566944 207.36000000 82.930000000 10.595143142 207.28057036
 636.82666667 505559.53830 6344437.6077 289.00654085 306.59345915 -139.8217011 -414.3622926 208.64704836 82.996514432 12.431703559 208.56761871
 639.91333333 505558.04368 6344434.9346 288.63204082 306.96795918 -141.3163213 -417.0353947 209.93372005 83.066526547 12.431703559 209.85429041
 643.00000000 505556.48918 6344432.2953 288.26137765 307.33862235 -142.8708163 -419.6746685 211.22000000 83.140000000 12.431703559 211.14057036
 646.14666667 505554.84620 6344429.6384 287.89453139 307.70546861 -144.5138007 -422.3316140 212.40154259 83.470632666 11.623472969 212.32211295
 649.29333333 505553.14769 6344427.0141 287.54580123 308.05419877 -146.2123129 -424.9558790 213.58151907 83.804014289 11.623472969 213.50208942
 652.44000000 505551.39442 6344424.4237 287.21534506 308.38465494 -147.9655837 -427.5462753 214.76000000 84.140000000 11.623472969 214.68057036
 655.52333333 505549.63607 6344421.9093 286.92400520 308.67599480 -149.7239271 -430.0607340 215.32809046 85.016209430 10.146862485 215.24866081
 658.60666667 505547.85054 6344419.4090 286.67965220 308.92034780 -151.5094605 -432.5609930 215.89466723 85.892905037 10.146862485 215.81523758
 661.69000000 505546.03841 6344416.9238 286.48236702 309.11763298 -153.3215923 -435.0462241 216.46000000 86.770000000 10.146862485 216.38057036
 666.38500000 505543.22573 6344413.1744 286.24685942 309.35314058 -156.1342679 -438.7956265 217.45054000 87.479624258 7.7794175035 217.37111036
 671.08000000 505540.34713 6344409.4721 286.06947594 309.53052406 -159.0128727 -442.4978929 218.44000000 88.190000000 7.7794175035 218.36057036
 674.16333333 505538.41628 6344407.0718 285.97171530 309.62828470 -160.9437203 -444.8981903 219.34665312 88.176209182 8.8180756954 219.26722348
 677.24666667 505536.44771 6344404.7024 285.87322515 309.72677485 -162.9122924 -447.2676165 220.25331991 88.162874734 8.8180756954 220.17389026
 680.33000000 505534.44190 6344402.3644 285.77403013 309.82596987 -164.9180967 -449.6055787 221.16000000 88.150000000 8.8180756954 221.08057036
 685.01000000 505531.35950 6344398.8500 285.59478196 310.00521804 -168.0004958 -453.1200173 221.50481568 87.459954013 4.9441550036 221.42538604
 689.69000000 505528.25766 6344395.3560 285.35922950 310.24077050 -171.1023425 -456.6139655 221.85000000 86.770000000 4.9441550036 221.77057036
 694.40500000 505525.12547 6344391.8440 285.09726341 310.50273659 -174.2345274 -460.1259874 221.76499268 86.859996552 0.7871043858 221.68556303
 699.12000000 505521.99823 6344388.3270 284.84269250 310.75730750 -177.3617682 -463.6429551 221.68000000 86.950000000 0.7871043858 221.60057036
 703.83000000 505518.84606 6344384.8391 284.58918618 311.01081382 -180.5139356 -467.1308519 222.68993273 86.879516141 6.4390377543 222.61050309
 708.54000000 505515.63312 6344381.4076 284.32993390 311.27006610 -183.7268802 -470.5624153 223.70000000 86.810000000 6.4390377543 223.62057036
 713.17500000 505512.42480 6344378.0752 284.06998063 311.53001937 -186.9352018 -473.8948350 224.28497110 86.759831471 3.7941816586 224.20554145
 717.81000000 505509.18278 6344374.7758 283.80598900 311.79401100 -190.1772201 -477.1941611 224.87000000 86.710000000 3.7941816586 224.79057036
 722.42500000 505505.92403 6344371.5200 283.55862246 312.04137754 -193.4359689 -480.4499865 225.34017796 87.144904100 4.1602080171 225.26074832
 727.04000000 505502.63744 6344368.2898 283.34625038 312.25374962 -196.7225592 -483.6801943 225.81000000 87.580000000 4.1602080171 225.73057036
 731.85000000 505499.20729 6344364.9267 283.14314872 312.45685128 -200.1527109 -487.0432867 225.48000000 87.579959908 2.0563764254 225.40057036
 736.66000000 505495.79656 6344361.5439 282.94004706 312.65995294 -203.5634357 -490.4260795 225.15000000 87.580000000 2.0563764254 225.07057036
 741.31000000 505492.50809 6344358.2647 282.74573071 312.85426929 -206.8519119 -493.7053196 225.17000072 87.629999856 0.3473890055 225.09057108
