# WELL TRACE FROM PETREL 
# WELL NAME:              111140909506W400
# DEFINITIVE SURVEY:      P121P11_Definitive_Survey
# WELL HEAD X-COORDINATE: 505711.43000000 (m)
# WELL HEAD Y-COORDINATE: 6344836.03000000 (m)
# WELL DATUM (KB, KB, from MSL): 595.60000000 (m)
# WELL TYPE:              OIL
# MD AND TVD ARE REFERENCED (=0) AT WELL DATUM AND INCREASE DOWNWARDS
# ANGLES ARE GIVEN IN DEGREES
# XYZ TRACE IS GIVEN IN COORDINATE SYSTEM UTM83-12 ("MENTOR:UTM83-12:NAD83 UTM, Zone 12 North, Meter") [SIS,502388]
# AZIM_TN: azimuth in True North 
# AZIM_GN: azimuth in Grid North 
# DX DY ARE GIVEN IN GRID NORTH IN m-UNITS
# DEPTH (Z, tvd_z) GIVEN IN m-UNITS
#===============================================================================================================================================
      MD            X            Y            Z           TVD           DX          DY        AZIM_TN        INCL         DLS        AZIM_GN
 163.75000000 505712.31708 6344808.9812 436.14758314 159.45241686 0.8870845558 -27.04878481 179.55558669 30.149848027 8.0977307948 179.47598927
 166.91000000 505712.33371 6344807.3746 433.42695922 162.17304078 0.9037095641 -28.65542113 179.41959742 31.000000000 8.0977307948 179.34000000
 171.67000000 505712.35241 6344804.8918 429.36646040 166.23353960 0.9224062403 -31.13819433 179.87082139 31.909242411 5.9195136280 179.79122397
 176.43000000 505712.35204 6344802.3448 425.34592230 170.25407770 0.9220372344 -33.68518829 180.29959742 32.820000000 5.9195136280 180.22000000
 181.05000000 505712.33708 6344799.8148 421.48097951 174.11902049 0.9070825863 -36.21519208 180.53442766 33.619787247 5.2601770371 180.45483024
 185.67000000 505712.31144 6344797.2312 417.65175274 177.94824726 0.8814429853 -38.79880795 180.75959742 34.420000000 5.2601770371 180.68000000
 190.49000000 505712.27478 6344794.4700 413.70205029 181.89794971 0.8447825770 -41.55998348 180.91876676 35.519900930 6.8693582054 180.83916934
 195.31000000 505712.22945 6344791.6337 409.80610921 185.79389079 0.7994543502 -44.39632535 181.06959742 36.620000000 6.8693582054 180.99000000
 199.99500000 505712.17203 6344788.8063 406.07180961 189.52819039 0.7420279135 -47.22367304 181.41258663 37.674526514 6.8815623126 181.33298921
 204.68000000 505712.09630 6344785.9111 402.39023275 193.20976725 0.6662951369 -50.11886393 181.73959742 38.730000000 6.8815623126 181.66000000
 207.76333333 505712.03798 6344783.9646 400.00039046 195.59960954 0.6079823116 -52.06538975 181.85035103 39.643234414 8.9115701518 181.77075361
 210.84666667 505711.97477 6344781.9804 397.64190411 197.95809589 0.5447747617 -54.04961184 181.95692330 40.556570036 8.9115701518 181.87732588
 213.93000000 505711.90669 6344779.9590 395.31537637 200.28462363 0.4766886412 -56.07102314 182.05959742 41.470000000 8.9115701518 181.98000000
 217.02333333 505711.83398 6344777.8889 393.01879041 202.58120959 0.4039759458 -58.14113115 182.12226411 42.649968227 11.450896549 182.04266669
 220.11666667 505711.75736 6344775.7720 390.76536489 204.83463511 0.3273555700 -60.25796539 182.18218958 43.829969115 11.450896549 182.10259215
 223.21000000 505711.67686 6344773.6094 388.55605673 207.04394327 0.2468600501 -62.42062696 182.23959742 45.010000000 11.450896549 182.16000000
 226.32333333 505711.59716 6344771.3934 386.37158136 209.22841864 0.1671616783 -64.63657852 182.04066243 45.869671085 8.3956062990 181.96106501
 229.43666667 505711.52399 6344769.1447 384.22064045 211.37935955 0.0939880640 -66.88529115 181.84743701 46.729677462 8.3956062990 181.76783959
 232.55000000 505711.45736 6344766.8638 382.10373138 213.49626862 0.0273561280 -69.16624484 181.65959742 47.590000000 8.3956062990 181.58000000
 235.64333333 505711.39675 6344764.5665 380.03410242 215.56589758 -0.033247755 -71.46347826 181.52285504 48.419844893 8.1081879776 181.44325762
 238.73666667 505711.34085 6344762.2394 377.99798954 217.60201046 -0.089153295 -73.79056383 181.38958295 49.249847689 8.1081879776 181.30998553
 241.83000000 505711.28965 6344759.8830 375.99582627 219.60417373 -0.140348589 -76.14700606 181.25959742 50.080000000 8.1081879776 181.18000000
 245.04000000 505711.24140 6344757.4068 373.95496887 221.64503113 -0.188603095 -78.62320495 181.13319967 50.963202716 8.3044353678 181.05360225
 248.25000000 505711.19800 6344754.8993 371.95254799 223.64745201 -0.232002386 -81.13065211 181.00992309 51.846538475 8.3044353678 180.93032567
 251.46000000 505711.15946 6344752.3613 369.98904523 225.61095477 -0.270536021 -83.66874448 180.88959742 52.730000000 8.3044353678 180.81000000
 254.54333333 505711.12587 6344749.8902 368.14668569 227.45331431 -0.304130915 -86.13984172 180.82785065 53.883303272 11.231663825 180.74825323
 257.62666667 505711.09444 6344747.3825 366.35446175 229.24553825 -0.335560240 -88.64753764 180.76789167 55.036637311 11.231663825 180.68829425
 260.71000000 505711.06519 6344744.8392 364.61310089 230.98689911 -0.364811236 -91.19081434 180.70959742 56.190000000 11.231663825 180.63000000
 263.79333333 505711.03901 6344742.2605 362.92458535 232.67541465 -0.390994733 -93.76947704 180.61377003 57.399930864 11.798118917 180.53417261
 266.87666667 505711.01678 6344739.6468 361.29092280 234.30907720 -0.413222097 -96.38324416 180.52049692 58.609932534 11.798118917 180.44089949
 269.96000000 505710.99852 6344736.9991 359.71284491 235.88715509 -0.431483376 -99.03094505 180.42959742 59.820000000 11.798118917 180.35000000
 273.17666667 505710.97900 6344734.2017 358.12712247 237.47287753 -0.451004877 -101.8283283 180.52862840 61.106597797 12.026232240 180.44903098
 276.39333333 505710.95440 6344731.3694 356.60463922 238.99536078 -0.475604034 -104.6605592 180.62523444 62.393266231 12.026232240 180.54563702
 279.61000000 505710.92473 6344728.5038 355.14616628 240.45383372 -0.505268391 -107.5262035 180.71959742 63.680000000 12.026232240 180.64000000
 284.25500000 505710.88230 6344724.3252 353.12162023 242.47837977 -0.547701698 -111.7048351 180.60368405 64.639955336 6.2364296610 180.52408663
 288.90000000 505710.84798 6344720.1131 351.16740038 244.43259962 -0.582020332 -115.9168623 180.48959742 65.600000000 6.2364296610 180.41000000
 293.57000000 505710.81572 6344715.8429 349.28119766 246.31880234 -0.614277029 -120.1870820 180.53498712 66.754993592 7.4244519598 180.45538969
 298.24000000 505710.77980 6344711.5356 347.48149066 248.11850934 -0.650196699 -124.4944115 180.57959742 67.910000000 7.4244519598 180.50000000
 302.87000000 505710.74096 6344707.2359 345.76901261 249.83098739 -0.689043715 -128.7941447 180.61477987 68.674996379 4.9613027707 180.53518244
 307.50000000 505710.69927 6344702.9137 344.11411984 251.48588016 -0.730733856 -133.1163238 180.64959742 69.440000000 4.9613027707 180.57000000
 312.07000000 505710.65181 6344698.6196 342.55580167 253.04419833 -0.778192867 -137.4103565 180.77554956 70.684957440 8.2094632264 180.69595214
 316.64000000 505710.59455 6344694.2929 341.09119365 254.50880635 -0.835452823 -141.7371038 180.89959742 71.930000000 8.2094632264 180.82000000
 321.27000000 505710.52417 6344689.8789 339.70125914 255.89874086 -0.905826158 -146.1511319 181.08577259 73.129917059 7.8595252993 181.00617516
 325.90000000 505710.43901 6344685.4370 338.40411874 257.19588126 -0.990988590 -150.5930335 181.26959742 74.330000000 7.8595252993 181.19000000
 329.06333333 505710.36849 6344682.3870 337.57223898 258.02776102 -1.061512753 -153.6429578 181.53831119 75.176364267 8.3947565711 181.45871377
 332.22666667 505710.28338 6344679.3255 336.78553981 258.81446019 -1.146615527 -156.7044672 181.80493160 76.023037802 8.3947565711 181.72533417
 335.39000000 505710.18372 6344676.2532 336.04420900 259.55579100 -1.246276598 -159.7768309 182.06959742 76.870000000 8.3947565711 181.99000000
 338.44000000 505710.08294 6344673.2798 335.37801421 260.22198579 -1.347055934 -162.7502462 181.97220841 77.896634041 10.141213910 181.89261099
 341.49000000 505709.98683 6344670.2947 334.76525439 260.83474561 -1.443169462 -165.7352762 181.87556504 78.923301761 10.141213910 181.79596762
 344.54000000 505709.89541 6344667.2990 334.20612797 261.39387203 -1.534586063 -168.7309541 181.77959742 79.950000000 10.141213910 181.70000000
 344.62500000 505709.89293 6344667.2154 334.19131309 261.40868691 -1.537067742 -168.8145829 181.77909738 79.975000000 8.8252404762 181.69949996
 344.71000000 505709.89045 6344667.1318 334.17653473 261.42346527 -1.539548883 -168.8982180 181.77859742 80.000000000 8.8252404762 181.69900000
 347.73000000 505709.80262 6344664.1562 333.67523698 261.92476302 -1.627383222 -171.8738046 181.76218534 80.889999294 8.8425142347 181.68258791
 350.75000000 505709.71542 6344661.1732 333.22025751 262.37974249 -1.714584327 -174.8568374 181.74585481 81.779999319 8.8425142347 181.66625739
 353.77000000 505709.62887 6344658.1834 332.81170614 262.78829386 -1.801131151 -177.8465962 181.72959742 82.670000000 8.8425142347 181.65000000
 358.40000000 505709.51387 6344653.5913 332.24644129 263.35355871 -1.916131293 -182.4386501 181.29903798 83.304813164 4.9584084351 181.21944056
 363.03000000 505709.43323 6344648.9926 331.73213979 263.86786021 -1.996771484 -187.0374168 180.86959742 83.940000000 4.9584084351 180.79000000
 367.63000000 505709.38874 6344644.4194 331.25529139 264.34470861 -2.041259795 -191.6105743 180.40441480 84.159808996 3.3406665067 180.32481737
 372.23000000 505709.38136 6344639.8443 330.79601411 264.80398589 -2.048635336 -196.1857387 179.93959742 84.380000000 3.3406665067 179.86000000
 376.96000000 505709.40705 6344635.1371 330.35231622 265.24768378 -2.022945461 -200.8929096 179.59433989 84.854907228 3.7182927732 179.51474246
 381.69000000 505709.46113 6344630.4266 329.94767342 265.65232658 -1.968872681 -205.6033554 179.24959742 85.330000000 3.7182927732 179.17000000
 386.40000000 505709.51806 6344625.7320 329.59657336 266.00342664 -1.911940013 -210.2979872 179.51984993 86.119957050 5.3163218471 179.44025251
 391.11000000 505709.55290 6344621.0328 329.31026551 266.28973449 -1.877097196 -214.9972277 179.78959742 86.910000000 5.3163218471 179.71000000
 395.73000000 505709.56679 6344616.4211 329.06605641 266.53394359 -1.863214517 -219.6089003 180.02462296 87.029975063 1.7115860936 179.94502554
 400.35000000 505709.56175 6344611.8089 328.83151043 266.76848957 -1.868247314 -224.2210922 180.25959742 87.150000000 1.7115860936 180.18000000
 404.98500000 505709.54319 6344607.1832 328.57096200 267.02903800 -1.886811742 -228.8468435 180.35951573 86.404994539 4.8650803711 180.27991830
 409.62000000 505709.51657 6344602.5612 328.25026547 267.34973453 -1.913427503 -233.4687780 180.45959742 85.660000000 4.8650803711 180.38000000
 414.25000000 505709.48759 6344597.9494 327.86344496 267.73655504 -1.942408417 -238.0806079 180.41965543 84.754998729 5.8696075076 180.34005800
 418.88000000 505709.46187 6344593.3442 327.40380025 268.19619975 -1.968132541 -242.6857744 180.37959742 83.850000000 5.8696075076 180.30000000
 423.69500000 505709.42763 6344588.5591 326.88712281 268.71287719 -2.002374656 -247.4709344 180.59958912 83.829954867 1.3684616587 180.51999170
 428.51000000 505709.37501 6344583.7743 326.36877435 269.23122565 -2.054988188 -252.2557472 180.81959742 83.810000000 1.3684616587 180.74000000
 433.09000000 505709.29881 6344579.2252 325.85883337 269.74116663 -2.131194269 -256.8047922 181.25923782 83.404807242 3.9031164084 181.17964040
 437.67000000 505709.18776 6344574.6806 325.31673247 270.28326753 -2.242240682 -261.3494022 181.69959742 83.000000000 3.9031164084 181.62000000
 442.27000000 505709.03372 6344570.1205 324.74654984 270.85345016 -2.396282865 -265.9094761 182.32926216 82.759566955 4.3661257721 182.24966474
 446.87000000 505708.82965 6344565.5648 324.15725224 271.44274776 -2.600346527 -270.4651556 182.95959742 82.520000000 4.3661257721 182.88000000
 451.59000000 505708.59052 6344560.8890 323.57467475 272.02532525 -2.839476635 -275.1410450 183.05474936 83.299990874 4.9937632592 182.97515194
 456.31000000 505708.34325 6344556.2060 323.05591351 272.54408649 -3.086754100 -279.8240147 183.14959742 84.080000000 4.9937632592 183.07000000
 460.96000000 505708.10039 6344551.5874 322.59205804 273.00794196 -3.329606601 -284.4425820 183.02951834 84.469987947 2.6314834918 182.94992092
 465.61000000 505707.86706 6344546.9653 322.15970670 273.44029330 -3.562939311 -289.0646929 182.90959742 84.860000000 2.6314834918 182.83000000
 470.30000000 505707.63203 6344542.3054 321.70306523 273.89693477 -3.797968266 -293.7245724 183.02440749 83.964987934 5.7714908843 182.94481007
 474.99000000 505707.38805 6344537.6537 321.17357017 274.42642983 -4.041945874 -298.3762822 183.13959742 83.070000000 5.7714908843 183.06000000
 479.68500000 505707.14259 6344533.0010 320.60973076 274.99026924 -4.287410954 -303.0289687 183.05958650 83.134993372 0.6558026752 182.97998907
 484.38000000 505706.90359 6344528.3474 320.05117947 275.54882053 -4.526412068 -307.6826290 182.97959742 83.200000000 0.6558026752 182.90000000
 489.01000000 505706.67105 6344523.7570 319.50898774 276.09101226 -4.758952863 -312.2730480 182.97959742 83.350000000 0.9719222462 182.90000000
 493.64000000 505706.43844 6344519.1651 318.97883576 276.62116424 -4.991564649 -316.8648683 182.97959742 83.500000000 0.9719222462 182.90000000
 498.39500000 505706.20041 6344514.4502 318.42674603 277.17325397 -5.229589365 -321.5798104 182.95961144 83.164999588 2.1172746751 182.88001402
 503.15000000 505705.96420 6344509.7385 317.84705218 277.75294782 -5.465802657 -326.2915320 182.93959742 82.830000000 2.1172746751 182.86000000
 507.72500000 505705.75457 6344505.2048 317.28532972 278.31467028 -5.675431367 -330.8252449 182.51438539 83.064811067 3.1667147558 182.43478797
 512.30000000 505705.57849 6344500.6673 316.74223450 278.85776550 -5.851513094 -335.3626511 182.08959742 83.300000000 3.1667147558 182.01000000
 516.92500000 505705.43285 6344496.0777 316.20603185 279.39396815 -5.997148350 -339.9523087 181.70453118 83.384851981 2.5412035391 181.62493376
 521.55000000 505705.31804 6344491.4864 315.67664487 279.92335513 -6.111960033 -344.5436311 181.31959742 83.470000000 2.5412035391 181.24000000
 526.23000000 505705.22741 6344486.8406 315.13488211 280.46511789 -6.202590667 -349.1894194 181.07471663 83.234938725 2.1683039711 180.99511920
 530.91000000 505705.15668 6344482.1967 314.57405787 281.02594213 -6.273320547 -353.8332929 180.82959742 83.000000000 2.1683039711 180.75000000
 535.49000000 505705.09029 6344477.6549 314.00181522 281.59818478 -6.339705344 -358.3750930 181.00445746 82.644966068 2.5883534244 180.92486004
 540.07000000 505705.01010 6344473.1170 313.40142881 282.19857119 -6.419897652 -362.9130385 181.17959742 82.290000000 2.5883534244 181.10000000
 544.88000000 505704.89654 6344468.3521 312.76817131 282.83182869 -6.533457927 -367.6778902 181.70994679 82.579686073 3.7438284133 181.63034937
 549.69000000 505704.73881 6344463.5854 312.15905566 283.44094434 -6.691192428 -372.4446287 182.23959742 82.870000000 3.7438284133 182.16000000
 554.31500000 505704.55591 6344458.9973 311.62146039 283.97853961 -6.874093051 -377.0327461 182.48502156 83.779943580 6.1104465470 182.40542413
 558.94000000 505704.35304 6344454.4020 311.15688781 284.44311219 -7.076960585 -381.6279872 182.72959742 84.690000000 6.1104465470 182.65000000
 563.57000000 505704.13476 6344449.7990 310.72780317 284.87219683 -7.295243145 -386.2310458 182.85959425 84.674986372 0.8443101087 182.77999683
 568.20000000 505703.90604 6344445.1965 310.29751164 285.30248836 -7.523963564 -390.8334849 182.98959742 84.660000000 0.8443101087 182.91000000
 572.88500000 505703.67091 6344440.5431 309.82630448 285.77369552 -7.759087609 -395.4868844 182.95465488 83.794998851 5.5434331841 182.87505745
 577.57000000 505703.43901 6344435.8972 309.28478312 286.31521688 -7.990988220 -400.1327945 182.91959742 82.930000000 5.5434331841 182.84000000
 582.15000000 505703.21589 6344431.3595 308.71987809 286.88012191 -8.214111507 -404.6705242 182.86960068 82.899997324 0.3797887791 182.79000326
 586.73000000 505702.99674 6344426.8218 308.15259336 287.44740664 -8.433260505 -409.2081509 182.81959742 82.870000000 0.3797887791 182.74000000
 591.49000000 505702.77353 6344422.1063 307.55827370 288.04172630 -8.656467640 -413.9237351 182.75960869 82.784996086 0.6540125875 182.68001127
 596.25000000 505702.55530 6344417.3913 306.95694835 288.64305165 -8.874695523 -418.6386649 182.69959742 82.700000000 0.6540125875 182.62000000
 600.85000000 505702.33696 6344412.8372 306.36090291 289.23909709 -9.093039332 -423.1928227 182.94942881 82.409928590 2.4877598093 182.86983139
 605.45000000 505702.09891 6344408.2871 305.74177879 289.85822121 -9.331091523 -427.7429147 183.19959742 82.120000000 2.4877598093 183.12000000
 610.05500000 505701.81021 6344403.7365 305.11116972 290.48883028 -9.619785503 -432.2935011 184.21964658 82.138769898 6.5838057243 184.14004916
 614.66000000 505701.44054 6344399.1916 304.48215304 291.11784696 -9.989458563 -436.8384463 185.23959742 82.160000000 6.5838057243 185.16000000
 619.29500000 505700.98198 6344394.6239 303.85643686 291.74356314 -10.44801939 -441.4061434 186.38504184 82.323485473 7.4218316503 186.30544442
 623.93000000 505700.43202 6344390.0645 303.24394937 292.35605063 -10.99797692 -445.9655346 187.52959742 82.490000000 7.4218316503 187.45000000
 627.13666667 505699.99421 6344386.9173 302.82227818 292.77772182 -11.43579418 -449.1127426 188.46920028 82.397970298 8.7565619133 188.38960286
 630.34333333 505699.50493 6344383.7783 302.39555759 293.20444241 -11.92506904 -452.2516805 189.40920164 82.307961937 8.7565619133 189.32960422
 633.55000000 505698.96433 6344380.6485 301.96390147 293.63609853 -12.46567092 -455.3815108 190.34959742 82.220000000 8.7565619133 190.27000000
 636.63666667 505698.39590 6344377.6445 301.54804938 294.05195062 -13.03410142 -458.3854750 191.23991731 82.294835597 8.6051207667 191.16031989
 639.72333333 505697.78076 6344374.6492 301.13624161 294.46375839 -13.64924181 -461.3807815 192.12991874 82.371508650 8.6051207667 192.05032132
 642.81000000 505697.11905 6344371.6633 300.72857648 294.87142352 -14.31094518 -464.3667151 193.01959742 82.450000000 8.6051207667 192.94000000
 645.95666667 505696.39854 6344368.6288 300.32070989 295.27929011 -15.03146186 -467.4011920 193.85369745 82.655143560 8.1240747996 193.77410002
 649.10333333 505695.63359 6344365.6037 299.92405938 295.67594062 -15.79640970 -470.4262649 194.68702507 82.861825263 8.1240747996 194.60742764
 652.25000000 505694.82438 6344362.5887 299.53871267 296.06128733 -16.60561951 -473.4412646 195.51959742 83.070000000 8.1240747996 195.44000000
 655.33333333 505693.98703 6344359.6460 299.16690403 296.43309597 -17.44296501 -476.3840324 196.40630061 83.078359242 8.5648142104 196.32670319
 658.41666667 505693.10423 6344356.7165 298.79558582 296.80441418 -18.32576671 -479.3135469 197.29296932 83.088360064 8.5648142104 197.21337189
 661.50000000 505692.17618 6344353.8009 298.42484568 297.17515432 -19.25381622 -482.2291166 198.17959742 83.100000000 8.5648142104 198.10000000
 664.63000000 505691.18974 6344350.8553 298.05121334 297.54878666 -20.24025691 -485.1746804 199.00990668 83.188590014 7.9468249334 198.93030926
 667.76000000 505690.16054 6344347.9238 297.68242491 297.91757509 -21.26946223 -488.1061888 199.83990687 83.278596485 7.9468249334 199.76030945
 670.89000000 505689.08878 6344345.0070 297.31855762 298.28144238 -22.34121666 -491.0230278 200.66959742 83.370000000 7.9468249334 200.59000000
 673.97333333 505687.99109 6344342.1491 296.96225264 298.63774736 -23.43891451 -493.8808917 201.51289565 83.358573346 8.1508548106 201.43329823
 677.05666667 505686.85147 6344339.3078 296.60537498 298.99462502 -24.57853107 -496.7222282 202.35623060 83.348572604 8.1508548106 202.27663317
 680.14000000 505685.67018 6344336.4836 296.24800091 299.35199909 -25.75982270 -499.5464298 203.19959742 83.340000000 8.1508548106 203.12000000
 683.26000000 505684.43007 6344333.6459 295.87905872 299.72094128 -26.99993309 -502.3841210 204.17184364 83.077998285 9.6186935175 204.09224621
 686.38000000 505683.14267 6344330.8312 295.49600647 300.10399353 -28.28732915 -505.1987922 205.14516582 82.817972518 9.6186935175 205.06556839
 689.50000000 505681.80838 6344328.0404 295.09896094 300.50103906 -29.62161847 -507.9895856 206.11959742 82.560000000 9.6186935175 206.04000000
 694.21500000 505679.71285 6344323.8630 294.48976616 301.11023384 -31.71715428 -512.1669735 207.31969271 82.593393639 7.5747930767 207.24009528
 698.93000000 505677.53011 6344319.7301 293.88342769 301.71657231 -33.89988859 -516.2998878 208.51959742 82.630000000 7.5747930767 208.44000000
