# WELL TRACE FROM PETREL 
# WELL NAME:              100042209506W400
# DEFINITIVE SURVEY:      P121P1 Definitive Survey
# WELL HEAD X-COORDINATE: 505177.06000000 (m)
# WELL HEAD Y-COORDINATE: 6344265.85400000 (m)
# WELL DATUM (KB, KB, from MSL): 597.40000000 (m)
# WELL TYPE:              OIL
# MD AND TVD ARE REFERENCED (=0) AT WELL DATUM AND INCREASE DOWNWARDS
# ANGLES ARE GIVEN IN DEGREES
# XYZ TRACE IS GIVEN IN COORDINATE SYSTEM UTM83-12 ("MENTOR:UTM83-12:NAD83 UTM, Zone 12 North, Meter") [SIS,502388]
# AZIM_TN: azimuth in True North 
# AZIM_GN: azimuth in Grid North 
# DX DY ARE GIVEN IN GRID NORTH IN m-UNITS
# DEPTH (Z, tvd_z) GIVEN IN m-UNITS
#===============================================================================================================================================
      MD            X            Y            Z           TVD           DX          DY        AZIM_TN        INCL         DLS        AZIM_GN
 118.97000000 505174.11705 6344272.9548 478.86338207 118.53661793 -2.942946689 7.1008014269 334.74000000 11.520000000 8.1382448309 334.66786397
 122.13000000 505173.84083 6344273.5495 475.77224580 121.62775420 -3.219174398 7.6954514841 335.54211795 12.441424045 8.8891666185 335.46998193
 125.29000000 505173.55201 6344274.1929 472.69207076 124.70792924 -3.507986661 8.3389490452 336.23512433 13.364889315 8.8891666185 336.16298830
 128.45000000 505173.25069 6344274.8851 469.62367955 127.77632045 -3.809306348 9.0311222579 336.84000000 14.290000000 8.8891666185 336.76786397
 131.57666667 505172.94135 6344275.6195 466.60039183 130.79960817 -4.118648227 9.7655168148 337.59649804 15.254552343 9.4378174881 337.52436202
 134.70333333 505172.62199 6344276.4048 463.59096987 133.80903013 -4.438007211 10.550767666 338.26492802 16.221345071 9.4378174881 338.19279199
 137.83000000 505172.29271 6344277.2406 460.59630061 136.80369939 -4.767289180 11.386643386 338.86000000 17.190000000 9.4378174881 338.78786397
 140.98666667 505171.94838 6344278.1341 457.58851151 139.81148849 -5.111617047 12.280077469 339.12425167 18.139689617 9.0576542735 339.05211564
 144.14333333 505171.59030 6344279.0755 454.59701476 142.80298524 -5.469700354 13.221473697 339.36304600 19.089705079 9.0576542735 339.29090998
 147.30000000 505171.21856 6344280.0646 451.62263808 145.77736192 -5.841440021 14.210571595 339.58000000 20.040000000 9.0576542735 339.50786397
 150.45333333 505170.83101 6344281.1016 448.67022951 148.72977049 -6.228991627 15.247559313 339.58000000 21.083333333 9.9260042283 339.50786397
 153.60666667 505170.42471 6344282.1887 445.73847614 151.66152386 -6.635291420 16.334712326 339.58000000 22.126666667 9.9260042283 339.50786397
 156.76000000 505169.99980 6344283.3257 442.82835009 154.57164991 -7.060204681 17.471670154 339.58000000 23.170000000 9.9260042283 339.50786397
 159.85666667 505169.56874 6344284.4881 439.99095450 157.40904550 -7.491255055 18.634126125 339.86861074 24.052845698 8.6258469678 339.79647472
 162.95333333 505169.12841 6344285.6936 437.17301199 160.22698801 -7.931593866 19.839586989 340.13795262 24.936196360 8.6258469678 340.06581660
 166.05000000 505168.67889 6344286.9418 434.37520307 163.02479693 -8.381114776 21.087761645 340.39000000 25.820000000 8.6258469678 340.31786397
 170.69500000 505167.98141 6344288.8798 430.21233385 167.18766615 -9.078587632 23.025826963 340.17254182 26.849845117 6.6804210308 340.10040579
 175.34000000 505167.25137 6344290.8853 426.08717813 171.31282187 -9.808625010 25.031302363 339.97000000 27.880000000 6.6804210308 339.89786397
 180.00500000 505166.48377 6344292.9375 421.96922420 175.43077580 -10.57623165 27.083494832 339.16230952 28.172675597 3.0820268788 339.09017349
 184.67000000 505165.67989 6344294.9985 417.86261115 179.53738885 -11.38010671 29.144489245 338.37000000 28.470000000 3.0820268788 338.29786397
 187.85333333 505165.11337 6344296.4281 415.07573880 182.32426120 -11.94663104 30.574146708 338.53852559 29.329804930 8.1391381097 338.46638956
 191.03666667 505164.53571 6344297.8982 412.31226851 185.08773149 -12.52428689 32.044170392 338.69828157 30.189810528 8.1391381097 338.62614554
 194.22000000 505163.94706 6344299.4082 409.57282817 187.82717183 -13.11294301 33.554226295 338.85000000 31.050000000 8.1391381097 338.77786397
 197.34333333 505163.35506 6344300.9299 406.91072957 190.48927043 -13.70494224 35.075940774 338.77974764 32.016631035 9.2913128772 338.70761162
 200.46666667 505162.74500 6344302.4926 404.27656708 193.12343292 -14.31499863 36.638550111 338.71318714 32.983298757 9.2913128772 338.64105112
 203.59000000 505162.11706 6344304.0956 401.67109153 195.72890847 -14.94293829 38.241608920 338.65000000 33.950000000 9.2913128772 338.57786397
 206.71666667 505161.47416 6344305.7446 399.09414811 198.30585189 -15.58584158 39.890632704 338.89238977 35.036223577 10.505059074 338.82025375
 209.84333333 505160.82061 6344307.4416 396.55124099 200.84875901 -16.23939086 41.587570796 339.12201276 36.122903784 10.505059074 339.04987674
 212.97000000 505160.15665 6344309.1858 394.04329869 203.35670131 -16.90334749 43.331803575 339.34000000 37.210000000 10.505059074 339.26786397
 217.60500000 505159.13665 6344311.8348 390.38019160 207.01980840 -17.92335128 45.980806135 338.69402040 38.358315569 7.8614573588 338.62188438
 222.24000000 505158.06065 6344314.5402 386.77481753 210.62518247 -18.99935248 48.686196980 338.08000000 39.510000000 7.8614573588 338.00786397
 225.36666667 505157.30013 6344316.3990 384.37922654 213.02077346 -19.75986504 50.545048671 337.56744918 40.464540165 9.6885540227 337.49531316
 228.49333333 505156.50801 6344318.2877 382.01747929 215.38252071 -20.55199125 52.433731407 337.07455926 41.421257416 9.6885540227 337.00242323
 231.62000000 505155.68451 6344320.2057 379.69030932 217.70969068 -21.37548511 54.351658593 336.60000000 42.380000000 9.6885540227 336.52786397
 234.71000000 505154.83833 6344322.1319 377.42803135 219.97196865 -22.22166552 56.277875876 336.11785784 43.488104391 11.220780260 336.04572181
 237.80000000 505153.95853 6344324.0906 375.20691665 222.19308335 -23.10146866 58.236621495 335.65500202 44.598153553 11.220780260 335.58286599
 240.89000000 505153.04546 6344326.0811 373.02786895 224.37213105 -24.01453658 60.227098482 335.21000000 45.710000000 11.220780260 335.13786397
 244.10000000 505152.06447 6344328.1817 370.80873145 226.59126855 -24.99553456 62.327702042 334.87153600 46.819060967 10.614023203 334.79939997
 247.31000000 505151.05309 6344330.3150 368.63492137 228.76507863 -26.00691419 64.461001252 334.54515564 47.929084011 10.614023203 334.47301961
 250.52000000 505150.01172 6344332.4802 366.50729279 230.89270721 -27.04827810 66.626157964 334.23000000 49.040000000 10.614023203 334.15786397
 253.64333333 505148.98030 6344334.6256 364.48648105 232.91351895 -28.07970090 68.771557879 334.55835962 50.325799257 12.582177430 334.48622360
 256.76666667 505147.94180 6344336.8172 362.51963512 234.88036488 -29.11820168 70.963158921 334.87471235 51.612489400 12.582177430 334.80257632
 259.89000000 505146.89676 6344339.0538 360.60778305 236.79221695 -30.16323764 73.199815571 335.18000000 52.900000000 12.582177430 335.10786397
 262.94666667 505145.86838 6344341.2811 358.78576545 238.61423455 -31.19162233 75.427105526 335.39540481 53.919632085 10.150227527 335.32326879
 266.00333333 505144.83495 6344343.5413 357.00771753 240.39228247 -32.22505300 77.687323184 335.60529298 54.939639741 10.150227527 335.53315695
 269.06000000 505143.79681 6344345.8337 355.27421855 242.12578145 -33.26319295 79.979732169 335.81000000 55.960000000 10.150227527 335.73786397
 272.09000000 505142.76622 6344348.1367 353.59802833 243.80197167 -34.29377985 82.282747333 336.11614757 56.865946332 9.3183966458 336.04401154
 275.12000000 505141.73726 6344350.4691 351.96197296 245.43802704 -35.32274407 84.615139032 336.41603723 57.772626112 9.3183966458 336.34390121
 278.15000000 505140.71019 6344352.8303 350.36649385 247.03350615 -36.34980798 86.976277946 336.71000000 58.680000000 9.3183966458 336.63786397
 282.80000000 505139.12110 6344356.4935 347.98639479 249.41360521 -37.93889516 90.639479085 336.53310238 59.744883699 6.9398188204 336.46096636
 287.45000000 505137.50339 6344360.1917 345.68095377 251.71904623 -39.55660721 94.337692446 336.36000000 60.810000000 6.9398188204 336.28786397
 290.57666667 505136.39300 6344362.6959 344.17576793 253.22423207 -40.66700013 96.841946010 335.96059401 61.635539408 8.6037060714 335.88845799
 293.70333333 505135.25650 6344365.2120 342.71025089 254.68974911 -41.80349977 99.357970048 335.56735867 62.462224764 8.6037060714 335.49522265
 296.83000000 505134.09417 6344367.7391 341.28476158 256.11523842 -42.96582776 101.88514831 335.18000000 63.290000000 8.6037060714 335.10786397
 301.40500000 505132.36966 6344371.4625 339.26507730 258.13492270 -44.69034092 105.60852401 335.26068839 64.314978187 6.7379140295 335.18855236
 305.98000000 505130.63549 6344375.2205 337.31914903 260.08085097 -46.42451146 109.36649937 335.34000000 65.340000000 6.7379140295 335.26786397
 309.05333333 505129.47442 6344377.7707 336.05920540 261.34079460 -47.58558088 111.91665749 335.84357200 66.255088295 9.9945566786 335.77143597
 312.12666667 505128.32761 6344380.3489 334.84423076 262.55576924 -48.73238808 114.49491806 336.34011069 67.171785094 9.9945566786 336.26797466
 315.20000000 505127.19543 6344382.9545 333.67461310 263.72538690 -49.86456683 117.10045774 336.83000000 68.090000000 9.9945566786 336.75786397
 318.28333333 505126.07770 6344385.5968 332.54818897 264.85181103 -50.98229827 119.74278624 337.45451272 69.054469654 10.956869916 337.38237669
 321.36666667 505124.98160 6344388.2682 331.47029345 265.92970655 -52.07839947 122.41424140 338.07101928 70.021182764 10.956869916 337.99888326
 324.45000000 505123.90755 6344390.9678 330.44134292 266.95865708 -53.15244703 125.11379128 338.68000000 70.990000000 10.956869916 338.60786397
 327.51333333 505122.85201 6344393.6753 329.47585719 267.92414281 -54.20799217 127.82128512 338.86588609 72.266499289 12.619890003 338.79375007
 330.57666667 505121.79770 6344396.4055 328.57537868 268.82462132 -55.26229701 130.55154958 339.04914162 73.543171065 12.619890003 338.97700559
 333.64000000 505120.74517 6344399.1572 327.74036286 269.65963714 -56.31482825 133.30320363 339.23000000 74.820000000 12.619890003 339.15786397
 336.73000000 505119.67076 6344401.9467 326.96258980 270.43741020 -57.38924457 136.09269395 338.78552833 76.022559755 12.399773055 338.71339230
 339.82000000 505118.56910 6344404.7424 326.24777032 271.15222968 -58.49089530 138.88838372 338.34567876 77.225919269 12.399773055 338.27354273
 342.91000000 505117.44077 6344407.5429 325.59625960 271.80374040 -59.61923305 141.68888387 337.91000000 78.430000000 12.399773055 337.83786397
 345.03000000 505116.65458 6344409.4674 325.18531124 272.21468876 -60.40541723 143.61343761 337.79419836 79.215478602 11.230915934 337.72206234
 347.15000000 505115.86245 6344411.3954 324.80291338 272.59708662 -61.19754513 145.54143098 337.67900000 80.001000000 11.230915934 337.60686397
 349.64500000 505114.92280 6344413.6684 324.38954509 273.01045491 -62.13719704 147.81436514 337.54415334 80.925475413 11.230350550 337.47201732
 352.14000000 505113.97538 6344415.9449 324.01593034 273.38406966 -63.08462018 150.09094706 337.41000000 81.850000000 11.230350550 337.33786397
 356.91000000 505112.13365 6344420.2969 323.38093135 274.01906865 -64.92634629 154.44285588 336.85879568 82.849673974 7.1647941714 336.78665965
 361.68000000 505110.24611 6344424.6404 322.82853569 274.57146431 -66.81388726 158.78638658 336.31000000 83.850000000 7.1647941714 336.23786397
 366.29500000 505108.38692 6344428.8330 322.33191578 275.06808422 -68.67308270 162.97901228 336.00503183 83.794912769 2.0032132671 335.93289581
 370.91000000 505106.50563 6344433.0152 321.83089172 275.56910828 -70.55437375 167.16124513 335.70000000 83.740000000 2.0032132671 335.62786397
 375.73000000 505104.53324 6344437.3791 321.30113572 276.09886428 -72.52675531 171.52508688 335.79998055 83.639990393 0.8775112126 335.72784452
 380.55000000 505102.56886 6344441.7455 320.76301900 276.63698100 -74.49113536 175.89151491 335.90000000 83.540000000 0.8775112126 335.82786397
 385.08000000 505100.73044 6344445.8521 320.25197536 277.14802464 -76.32955791 179.99806315 336.00999235 83.504988132 0.7600091467 335.93785632
 389.61000000 505098.90003 6344449.9618 319.73818226 277.66181774 -78.15996576 184.10784751 336.12000000 83.470000000 0.7600091467 336.04786397
 394.31500000 505097.01181 6344454.2360 319.20392642 278.19607358 -80.04819455 188.38203668 336.35500936 83.489945712 1.4941960531 336.28287333
 399.02000000 505095.14105 6344458.5181 318.67130235 278.72869765 -81.91895132 192.66410506 336.59000000 83.510000000 1.4941960531 336.51786397
 403.70500000 505093.29408 6344462.7904 318.15333511 279.24666489 -83.76591625 196.93637140 336.79511087 83.794960593 2.2435604077 336.72297484
 408.39000000 505091.46143 6344467.0715 317.65853539 279.74146461 -85.59857450 201.21753332 337.00000000 84.080000000 2.2435604077 336.92786397
 413.10000000 505089.61882 6344471.3770 317.17417628 280.22582372 -87.44118456 205.52296250 336.80498772 84.114966156 1.2554436308 336.73285170
 417.81000000 505087.76145 6344475.6764 316.69267919 280.70732081 -89.29855393 209.82236633 336.61000000 84.150000000 1.2554436308 336.53786397
 422.50000000 505085.90232 6344479.9542 316.22076111 281.17923889 -91.15767848 214.10017344 336.55498563 84.299997391 1.0213561872 336.48284960
 427.19000000 505084.03860 6344484.2313 315.76106072 281.63893928 -93.02139551 218.37731145 336.50000000 84.450000000 1.0213561872 336.42786397
 431.95500000 505082.17112 6344488.5875 315.28839711 282.11160289 -94.88888318 222.73345443 337.23462635 84.164523171 4.9408300751 337.16249033
 436.72000000 505080.36058 6344492.9650 314.79215404 282.60784596 -96.69941706 227.11096866 337.97000000 83.880000000 4.9408300751 337.89786397
 441.23500000 505078.71097 6344497.1356 314.28881695 283.11118305 -98.34903156 231.28156096 339.01380361 83.318898842 7.8360569690 338.94166759
 445.75000000 505077.13949 6344501.3307 313.74164969 283.65835031 -99.92051136 235.47673823 340.06000000 82.760000000 7.8360569690 339.98786397
 450.39000000 505075.60453 6344505.6665 313.14397399 284.25602601 -101.4554729 239.81248787 341.09423273 82.438780639 6.9487602245 341.02209670
 455.03000000 505074.14921 6344510.0260 312.52060827 284.87939173 -102.9107878 244.17202303 342.13000000 82.120000000 6.9487602245 342.05786397
 459.64000000 505072.77952 6344514.3802 311.88792700 285.51207300 -104.2804845 248.52616966 343.08996514 82.103905646 6.1888376111 343.01782912
 464.25000000 505071.48301 6344518.7565 311.25405025 286.14594975 -105.5769908 252.90249466 344.05000000 82.090000000 6.1888376111 343.97786397
 467.46333333 505070.62727 6344521.8202 310.80854506 286.59145494 -106.4327334 255.96622855 344.88285123 81.971649603 7.7793574891 344.81071521
 470.67666667 505069.81639 6344524.8952 310.35651385 287.04348615 -107.2436052 259.04119116 345.71618445 81.854974384 7.7793574891 345.64404842
 473.89000000 505069.05057 6344527.9807 309.89805221 287.50194779 -108.0094347 262.12673212 346.55000000 81.740000000 7.7793574891 346.47786397
 478.48500000 505068.03202 6344532.4103 309.23583937 288.16416063 -109.0279839 266.55627429 347.69485403 81.688363562 7.4042166693 347.62271801
 483.08000000 505067.10230 6344536.8587 308.56965861 288.83034139 -109.9576969 271.00471822 348.84000000 81.640000000 7.4042166693 348.76786397
 486.13666667 505066.53811 6344539.8289 308.12790069 289.27209931 -110.5218886 273.97494112 349.79382856 81.741087191 9.3161570666 349.72169253
 489.19333333 505066.02330 6344542.8089 307.69153942 289.70846058 -111.0367038 276.95491371 350.74716328 81.844430450 9.3161570666 350.67502726
 492.25000000 505065.55800 6344545.7978 307.26069457 290.13930543 -111.5020014 279.94381813 351.70000000 81.950000000 9.3161570666 351.62786397
 495.43000000 505065.12755 6344548.9157 306.81593637 290.58406363 -111.9324456 283.06168928 352.72344866 81.970807774 9.5622941855 352.65131264
 498.61000000 505064.75285 6344552.0409 306.37239121 291.02760879 -112.3071543 286.18692094 353.74678611 81.994143686 9.5622941855 353.67465008
 501.79000000 505064.43399 6344555.1725 305.93019791 291.46980209 -112.6260102 289.31853503 354.77000000 82.020000000 9.5622941855 354.69786397
 505.00000000 505064.16707 6344558.3385 305.48134439 291.91865561 -112.8929257 292.48445824 355.73611838 81.904382962 9.0054973262 355.66398236
 508.21000000 505063.95365 6344561.5075 305.02614083 292.37385917 -113.1063463 295.65353211 356.70278606 81.791038442 9.0054973262 356.63065004
 511.42000000 505063.79379 6344564.6789 304.56471598 292.83528402 -113.2662116 298.82486030 357.67000000 81.680000000 9.0054973262 357.59786397
 514.48000000 505063.69789 6344567.7033 304.11794605 293.28205395 -113.3621054 301.84928623 358.84243015 81.529814104 11.466172706 358.77029412
 517.54000000 505063.66394 6344570.7279 303.66333470 293.73666530 -113.3960582 304.87387422 0.0157652481 81.383126027 11.466172706 359.94362922
 520.60000000 505063.69194 6344573.7514 303.20107135 294.19892865 -113.3680560 307.89736408 1.1900000000 81.240000000 11.466172706 1.1178639741
 523.68666667 505063.77724 6344576.7995 302.73064161 294.66935839 -113.2827628 310.94552291 2.1599455770 81.227523970 9.3177790577 2.0878095511
 526.77333333 505063.91411 6344579.8457 302.25961348 295.14038652 -113.1458852 313.99170887 3.1299498715 81.217522970 9.3177790577 3.0578138456
 529.86000000 505064.10254 6344582.8891 301.78811886 295.61188114 -112.9574616 317.03506911 4.1000000000 81.210000000 9.3177790577 4.0278639741
 532.90666667 505064.34275 6344585.8898 301.32691985 296.07308015 -112.7172530 320.03577585 5.1976440506 81.376907351 10.809428160 5.1255080247
 535.95333333 505064.64050 6344588.8867 300.87457787 296.52542213 -112.4194988 323.03266896 6.2943097487 81.546929028 10.809428160 6.2221737229
 539.00000000 505064.99569 6344591.8786 300.43125896 296.96874104 -112.0643083 326.02464837 7.3900000000 81.720000000 10.809428160 7.3178639741
 542.18000000 505065.42441 6344594.9955 299.97780015 297.42219985 -111.6355940 329.14150405 8.4175104028 81.884112020 9.7185475277 8.3453743769
 545.36000000 505065.90912 6344598.1055 299.53342952 297.86657048 -111.1508791 332.25145419 9.4441752223 82.050797222 9.7185475277 9.3720391964
 548.54000000 505066.44968 6344601.2075 299.09829073 298.30170927 -110.6103204 335.35349347 10.470000000 82.220000000 9.7185475277 10.397863974
 551.62666667 505067.02466 6344604.2107 298.68608930 298.71391070 -110.0353394 338.35671245 11.350861337 82.431584330 8.7302563857 11.278725311
 554.71333333 505067.64603 6344607.2062 298.28523453 299.11476547 -109.4139735 341.35221741 12.230855118 82.644935005 8.7302563857 12.158719092
 557.80000000 505068.31362 6344610.1933 297.89582496 299.50417504 -108.7463756 344.33927216 13.110000000 82.860000000 8.7302563857 13.037863974
 562.57500000 505069.41917 6344614.7989 297.30578499 300.09421501 -107.6408329 348.94490159 14.030168927 82.944099581 5.7611404674 13.958032901
 567.35000000 505070.59873 6344619.3870 296.72277539 300.67722461 -106.4612665 353.53302876 14.950000000 83.030000000 5.7611404674 14.877863974
 572.16500000 505071.86786 6344623.9922 296.13340572 301.26659428 -105.1921389 358.13816426 16.009723839 82.908798840 6.5963592679 15.937587813
 576.98000000 505073.22161 6344628.5718 295.53402836 301.86597164 -103.8383889 362.71784019 17.070000000 82.790000000 6.5963592679 16.997863974
 581.53500000 505074.58246 6344632.8793 294.96366189 302.43633811 -102.4775422 367.02526258 18.140082292 82.823761699 6.9958083696 18.067946266
 586.09000000 505076.02361 6344637.1609 294.39605620 303.00394380 -101.0363854 371.30685077 19.210000000 82.860000000 6.9958083696 19.137863974
 590.91000000 505077.63216 6344641.6649 293.81317911 303.58682089 -99.42783553 375.81087337 20.240829907 83.248919227 6.8133636308 20.168693881
 595.73000000 505079.32278 6344646.1429 293.26288405 304.13711595 -97.73722083 380.28886015 21.270000000 83.640000000 6.8133636308 21.197863974
 598.80000000 505080.45011 6344648.9770 292.92487734 304.47512266 -96.60989046 383.12295702 22.256967505 83.718159595 9.6163790803 22.184831479
 601.87000000 505081.62626 6344651.7916 292.59108273 304.80891727 -95.43373873 385.93764588 23.243635149 83.798167691 9.6163790803 23.171499123
 604.94000000 505082.85089 6344654.5861 292.26159870 305.13840130 -94.20911259 388.73209643 24.230000000 83.880000000 9.6163790803 24.157863974
 608.10666667 505084.16203 6344657.4473 291.92394614 305.47605386 -92.89796802 391.59330787 25.153332424 83.878422328 8.6975057054 25.081196399
 611.27333333 505085.51911 6344660.2870 291.58625022 305.81374978 -91.54088863 394.43301512 26.076667576 83.878422328 8.6975057054 26.004531550
 614.44000000 505086.92178 6344663.1045 291.24859766 306.15140234 -90.13822283 397.25048911 27.000000000 83.880000000 8.6975057054 26.927863974
 617.56666667 505088.35330 6344665.8627 290.91520115 306.48479885 -88.70670348 400.00869007 28.003332167 83.878137018 9.5719876322 27.931196141
 620.69333333 505089.83289 6344668.5954 290.58175410 306.81824590 -87.22710843 402.74139660 29.006667833 83.878137018 9.5719876322 28.934531807
 623.82000000 505091.36011 6344671.3018 290.24835759 307.15164241 -85.69988624 405.44778028 30.010000000 83.880000000 9.5719876322 29.937863974
 626.90666667 505092.91364 6344673.9479 289.92557350 307.47442650 -84.14636142 408.09393192 30.967469442 84.115058646 9.5326397747 30.895333416
 629.99333333 505094.51182 6344676.5689 289.61542983 307.78457017 -82.54817645 410.71487771 31.924126688 84.351747752 9.5326397747 31.851990662
 633.08000000 505096.15420 6344679.1638 289.31801749 308.08198251 -80.90579965 413.30984962 32.880000000 84.590000000 9.5326397747 32.807863974
 636.19666667 505097.85503 6344681.7585 289.03415589 308.36584411 -79.20497452 415.90451888 33.754303506 84.958862628 9.1018454247 33.682167481
 639.31333333 505099.59621 6344684.3284 288.77031330 308.62968670 -77.46378824 418.47441006 34.627613002 85.328891694 9.1018454247 34.555476976
 642.43000000 505101.37728 6344686.8728 288.52656158 308.87343842 -75.68271502 421.01882325 35.500000000 85.700000000 9.1018454247 35.427863974
 647.06000000 505104.09186 6344690.6056 288.18540551 309.21459449 -72.96813819 424.75161860 36.695227032 85.849100364 7.7835861285 36.623091006
 651.69000000 505106.88423 6344694.2817 287.85633940 309.54366060 -70.17577327 428.42768758 37.890000000 86.000000000 7.7835861285 37.817863974
 656.37000000 505109.77908 6344697.9422 287.53269592 309.86730408 -67.28092422 432.08821792 38.930087299 86.069354524 6.6661063025 38.857951273
 661.05000000 505112.74014 6344701.5499 287.21475686 310.18524314 -64.31986329 435.69590535 39.970000000 86.140000000 6.6661063025 39.897863974
 665.86500000 505115.85752 6344705.2027 286.89266965 310.50733035 -61.20248345 439.34873885 41.130067423 86.189221321 7.2181634891 41.057931397
 670.68000000 505119.04839 6344708.7919 286.57477517 310.82522483 -58.01160744 442.93792275 42.290000000 86.240000000 7.2181634891 42.217863974
 673.80000000 505121.15474 6344711.0836 286.38021046 311.01978954 -55.90526367 445.22963470 43.027209725 86.609460947 7.9165873782 42.955073699
 676.92000000 505123.29120 6344713.3489 286.20574467 311.19425533 -53.76880299 447.49493263 43.763855971 86.979481464 7.9165873782 43.691719945
 680.04000000 505125.45733 6344715.5873 286.05141384 311.34858616 -51.60266655 449.73334878 44.500000000 87.350000000 7.9165873782 44.427863974
 683.13333333 505127.63588 6344717.7775 285.91682895 311.48317105 -49.42411560 451.92348260 45.340358116 87.662853869 8.6892479740 45.268222091
 686.22666667 505129.84681 6344719.9359 285.79913443 311.60086557 -47.21319163 454.08191798 46.180341469 87.976209717 8.6892479740 46.108205443
